"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-09T16:54:27.796 UTC",0,"2021-07-09T16:54:27.796 UTC",0,"2021-07-09T16:54:27.796 UTC",0,
"2021-07-09T16:54:28.812 UTC",0,"2021-07-09T16:54:28.812 UTC",0,"2021-07-09T16:54:28.812 UTC",0,
"2021-07-09T16:54:29.821 UTC",0,"2021-07-09T16:54:29.821 UTC",0,"2021-07-09T16:54:29.821 UTC",0,
"2021-07-09T16:54:30.830 UTC",0,"2021-07-09T16:54:30.830 UTC",0,"2021-07-09T16:54:30.830 UTC",0,
"2021-07-09T16:54:31.838 UTC",0,"2021-07-09T16:54:31.838 UTC",0,"2021-07-09T16:54:31.838 UTC",0,
"2021-07-09T16:54:32.848 UTC",0,"2021-07-09T16:54:32.848 UTC",0,"2021-07-09T16:54:32.848 UTC",0,
"2021-07-09T16:54:33.857 UTC",0,"2021-07-09T16:54:33.857 UTC",0,"2021-07-09T16:54:33.857 UTC",0,
"2021-07-09T16:54:34.866 UTC",0,"2021-07-09T16:54:34.866 UTC",0,"2021-07-09T16:54:34.866 UTC",0,
"2021-07-09T16:54:35.875 UTC",0,"2021-07-09T16:54:35.875 UTC",0,"2021-07-09T16:54:35.875 UTC",0,
"2021-07-09T16:54:36.885 UTC",0,"2021-07-09T16:54:36.885 UTC",0,"2021-07-09T16:54:36.885 UTC",0,
"2021-07-09T16:54:37.896 UTC",0,"2021-07-09T16:54:37.896 UTC",141.6,"2021-07-09T16:54:37.896 UTC",141.6,
"2021-07-09T16:54:38.906 UTC",0,"2021-07-09T16:54:38.906 UTC",67.13672,"2021-07-09T16:54:38.906 UTC",67.13672,
"2021-07-09T16:54:39.916 UTC",0,"2021-07-09T16:54:39.916 UTC",149.40003,"2021-07-09T16:54:39.916 UTC",149.40003,
"2021-07-09T16:54:40.928 UTC",0,"2021-07-09T16:54:40.928 UTC",146.53255,"2021-07-09T16:54:40.928 UTC",146.53255,
"2021-07-09T16:54:41.939 UTC",0,"2021-07-09T16:54:41.939 UTC",182.77451,"2021-07-09T16:54:41.939 UTC",182.77451,
"2021-07-09T16:54:42.948 UTC",0,"2021-07-09T16:54:42.948 UTC",145.55056,"2021-07-09T16:54:42.948 UTC",145.55056,
"2021-07-09T16:54:43.956 UTC",0,"2021-07-09T16:54:43.956 UTC",127.74976,"2021-07-09T16:54:43.956 UTC",127.74976,
"2021-07-09T16:54:44.965 UTC",0,"2021-07-09T16:54:44.965 UTC",127.74976,"2021-07-09T16:54:44.965 UTC",127.74976,
"2021-07-09T16:54:45.974 UTC",0,"2021-07-09T16:54:45.974 UTC",123.54062,"2021-07-09T16:54:45.974 UTC",123.54062,
"2021-07-09T16:54:46.983 UTC",0,"2021-07-09T16:54:46.983 UTC",122.30053,"2021-07-09T16:54:46.983 UTC",122.30053,
"2021-07-09T16:54:47.992 UTC",0,"2021-07-09T16:54:47.992 UTC",140.96723,"2021-07-09T16:54:47.992 UTC",140.96723,
"2021-07-09T16:54:49.003 UTC",0,"2021-07-09T16:54:49.003 UTC",143.72309,"2021-07-09T16:54:49.003 UTC",143.72309,
"2021-07-09T16:54:50.012 UTC",0,"2021-07-09T16:54:50.012 UTC",141.92827,"2021-07-09T16:54:50.012 UTC",141.92827,
"2021-07-09T16:54:51.027 UTC",0,"2021-07-09T16:54:51.027 UTC",141.42489,"2021-07-09T16:54:51.027 UTC",141.42489,
"2021-07-09T16:54:52.036 UTC",0,"2021-07-09T16:54:52.036 UTC",141.59131,"2021-07-09T16:54:52.036 UTC",141.59131,
"2021-07-09T16:54:53.046 UTC",0,"2021-07-09T16:54:53.046 UTC",143.76919,"2021-07-09T16:54:53.046 UTC",143.76919,
"2021-07-09T16:54:54.055 UTC",0,"2021-07-09T16:54:54.055 UTC",138.99252,"2021-07-09T16:54:54.055 UTC",138.99252,
"2021-07-09T16:54:55.064 UTC",0,"2021-07-09T16:54:55.064 UTC",122.6135,"2021-07-09T16:54:55.064 UTC",122.6135,
