TimeStamp,pps_tx_rate_3s,bps_tx_rate_3s,pps_rx_rate_3s,bps_rx_rate_3s,udp_pps_tx_rate_3s,udp_bps_tx_rate_3s,udp_pps_rx_rate_3s,udp_bps_rx_rate_3s,voip_pps_tx_rate_3s,voip_bps_tx_rate_3s,voip_pps_rx_rate_3s,voip_bps_rx_rate_3s,tcp_bps_tx_rate_3s,tcp_bps_rx_rate_3s,endp_running,udp_running,tcp_running,l4_running,voip_running,voip_rtp_active,udp_drop_pps_3s,voip_drop_pps_3s,tcp_dropped_pkts,tx_pkts,rx_pkts,udp_tx_pkts,udp_rx_pkts,udp_dropped_pkts,voip_dropped_pkts,l4-url-ps-3s,l4-rxbps-3s,l4-txbps-3s,l4-errors,l3-tcp-conn-active,l3-tcp-cx-estab,l3-tcp6-conn-active,l3-tcp6-cx-estab,l3-udp-conn-active,l3-udp-cx-estab,l3-udp6-conn-active,l3-udp6-cx-estab
1645099755544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501224,2475123,2501224,2475123,24513,0,0,0,0,0,0,0,0,0,0,10,0,0
1645099759700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501224,2475123,2501224,2475123,24513,0,0,0,0,0,0,0,0,0,0,10,0,0
1645099762837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501224,2475123,2501224,2475123,24513,0,0,0,0,0,0,0,0,0,0,10,0,0
1645099765888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501224,2475123,2501224,2475123,24513,0,0,0,0,0,0,0,0,0,0,10,0,0
1645099769228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501224,2475123,2501224,2475123,24513,0,0,0,0,0,0,0,0,0,0,10,0,0
1645099771464,2695,31816175,2688,31812350,2695,31816175,2688,31812350,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2503937,2477835,2503937,2477835,24513,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099774674,2705,31871575,2702,31860898,2705,31871575,2702,31860898,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2512220,2486180,2512220,2486180,24514,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099777933,2704,31849997,2701,31858711,2704,31849997,2701,31858711,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2520623,2494622,2520623,2494622,24514,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099780956,2705,31874120,2703,31877635,2705,31874120,2703,31877635,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2528464,2502531,2528464,2502531,24514,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099784228,2705,31869746,2701,31859862,2705,31869746,2701,31859862,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2537064,2511194,2537064,2511194,24516,0,0,0,0,0,0,0,0,0,8,10,0,0
