"Rx Errors",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Errors",
"2021-06-15T13:48:03.348 UTC",0,"2021-06-15T13:48:03.348 UTC",0,NA,NA,NA,NA,
"2021-06-15T13:48:04.359 UTC",0,"2021-06-15T13:48:04.359 UTC",0,NA,NA,NA,NA,
"2021-06-15T13:48:05.371 UTC",0,"2021-06-15T13:48:05.371 UTC",53,NA,NA,NA,NA,
"2021-06-15T13:48:06.381 UTC",0,"2021-06-15T13:48:06.381 UTC",162,NA,NA,NA,NA,
"2021-06-15T13:48:07.391 UTC",0,"2021-06-15T13:48:07.391 UTC",226,NA,NA,NA,NA,
"2021-06-15T13:48:08.404 UTC",0,"2021-06-15T13:48:08.404 UTC",291,NA,NA,NA,NA,
"2021-06-15T13:48:09.415 UTC",0,"2021-06-15T13:48:09.415 UTC",385,NA,NA,NA,NA,
"2021-06-15T13:48:10.428 UTC",0,"2021-06-15T13:48:10.428 UTC",410,NA,NA,NA,NA,
"2021-06-15T13:48:11.438 UTC",0,"2021-06-15T13:48:11.438 UTC",494,NA,NA,NA,NA,
"2021-06-15T13:48:12.447 UTC",0,"2021-06-15T13:48:12.447 UTC",585,NA,NA,NA,NA,
"2021-06-15T13:48:13.457 UTC",0,"2021-06-15T13:48:13.457 UTC",585,NA,NA,NA,NA,
"2021-06-15T13:48:14.468 UTC",0,"2021-06-15T13:48:14.468 UTC",684,NA,NA,NA,NA,
"2021-06-15T13:48:15.481 UTC",0,"2021-06-15T13:48:15.481 UTC",748,NA,NA,NA,NA,
"2021-06-15T13:48:16.492 UTC",0,"2021-06-15T13:48:16.492 UTC",816,NA,NA,NA,NA,
"2021-06-15T13:48:17.502 UTC",0,"2021-06-15T13:48:17.502 UTC",911,NA,NA,NA,NA,
