"RX Pps vs Packet Size",
"60","142","256","512","1024","MTU","4000",
291.84523,287.45961,287.52181,267.20007,136.01645,94.39999,0.07454
119.21724,123.05014,125.63669,131.37569,137.04715,117.72331,9.03581
,,113.32805,111.63145,104.44095,64.96311,52.51374,53.8974
,,120.92545,123.05276,122.95431,129.57306,127.84278,127.22055
