"Rx Errors",
Date,"cv_udp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.1-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-B/Errors",
NA,NA,NA,NA,"2021-07-08T12:27:11.184 UTC",0,"2021-07-08T12:27:11.184 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:12.194 UTC",0,"2021-07-08T12:27:12.194 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:13.203 UTC",0,"2021-07-08T12:27:13.203 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:14.213 UTC",0,"2021-07-08T12:27:14.213 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:15.227 UTC",0,"2021-07-08T12:27:15.227 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:16.238 UTC",0,"2021-07-08T12:27:16.238 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:17.248 UTC",0,"2021-07-08T12:27:17.248 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:18.257 UTC",0,"2021-07-08T12:27:18.257 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:19.268 UTC",0,"2021-07-08T12:27:19.268 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:20.277 UTC",0,"2021-07-08T12:27:20.277 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:21.287 UTC",0,"2021-07-08T12:27:21.287 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:22.297 UTC",0,"2021-07-08T12:27:22.297 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:23.308 UTC",0,"2021-07-08T12:27:23.308 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:24.317 UTC",0,"2021-07-08T12:27:24.317 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:25.327 UTC",0,"2021-07-08T12:27:25.327 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:26.338 UTC",0,"2021-07-08T12:27:26.338 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:27.349 UTC",0,"2021-07-08T12:27:27.349 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:28.361 UTC",0,"2021-07-08T12:27:28.361 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:29.372 UTC",0,"2021-07-08T12:27:29.372 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:30.383 UTC",0,"2021-07-08T12:27:30.383 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:31.395 UTC",0,"2021-07-08T12:27:31.395 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:32.460 UTC",0,"2021-07-08T12:27:32.460 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:33.484 UTC",0,"2021-07-08T12:27:33.484 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:34.495 UTC",0,"2021-07-08T12:27:34.495 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:35.506 UTC",0,"2021-07-08T12:27:35.506 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:36.516 UTC",0,"2021-07-08T12:27:36.516 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:37.528 UTC",0,"2021-07-08T12:27:37.528 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:38.539 UTC",0,"2021-07-08T12:27:38.539 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:39.550 UTC",0,"2021-07-08T12:27:39.550 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:40.561 UTC",0,"2021-07-08T12:27:40.561 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:41.571 UTC",0,"2021-07-08T12:27:41.571 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:42.582 UTC",0,"2021-07-08T12:27:42.582 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:43.593 UTC",0,"2021-07-08T12:27:43.593 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:44.604 UTC",0,"2021-07-08T12:27:44.604 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:45.615 UTC",0,"2021-07-08T12:27:45.615 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:46.626 UTC",0,"2021-07-08T12:27:46.626 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:47.638 UTC",0,"2021-07-08T12:27:47.638 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:48.649 UTC",0,"2021-07-08T12:27:48.649 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:49.660 UTC",0,"2021-07-08T12:27:49.660 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:50.671 UTC",0,"2021-07-08T12:27:50.671 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:27:51.681 UTC",0,"2021-07-08T12:27:51.681 UTC",0,
