"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-08T12:26:37.881 UTC",0,"2021-07-08T12:26:37.881 UTC",0,"2021-07-08T12:26:37.881 UTC",0,
"2021-07-08T12:26:38.904 UTC",0,"2021-07-08T12:26:38.904 UTC",0,"2021-07-08T12:26:38.904 UTC",0,
"2021-07-08T12:26:39.913 UTC",0,"2021-07-08T12:26:39.913 UTC",0,"2021-07-08T12:26:39.913 UTC",0,
"2021-07-08T12:26:40.922 UTC",0,"2021-07-08T12:26:40.922 UTC",0,"2021-07-08T12:26:40.922 UTC",0,
"2021-07-08T12:26:41.931 UTC",0,"2021-07-08T12:26:41.931 UTC",0,"2021-07-08T12:26:41.931 UTC",0,
"2021-07-08T12:26:42.940 UTC",0,"2021-07-08T12:26:42.940 UTC",0,"2021-07-08T12:26:42.940 UTC",0,
"2021-07-08T12:26:43.948 UTC",0,"2021-07-08T12:26:43.948 UTC",0,"2021-07-08T12:26:43.948 UTC",0,
"2021-07-08T12:26:44.956 UTC",0,"2021-07-08T12:26:44.956 UTC",0,"2021-07-08T12:26:44.956 UTC",0,
"2021-07-08T12:26:45.965 UTC",0,"2021-07-08T12:26:45.965 UTC",0,"2021-07-08T12:26:45.965 UTC",0,
"2021-07-08T12:26:46.974 UTC",0,"2021-07-08T12:26:46.974 UTC",0,"2021-07-08T12:26:46.974 UTC",0,
"2021-07-08T12:26:47.983 UTC",0,"2021-07-08T12:26:47.983 UTC",0,"2021-07-08T12:26:47.983 UTC",0,
"2021-07-08T12:26:48.992 UTC",0,"2021-07-08T12:26:48.992 UTC",0,"2021-07-08T12:26:48.992 UTC",0,
"2021-07-08T12:26:50.001 UTC",0,"2021-07-08T12:26:50.001 UTC",0,"2021-07-08T12:26:50.001 UTC",0,
"2021-07-08T12:26:51.010 UTC",0,"2021-07-08T12:26:51.010 UTC",0,"2021-07-08T12:26:51.010 UTC",0,
