"Endpoint RX Packet Loss Percentage",
Date,"cv_udp-1.1-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_udp-1.1-1.wlan000--1.0.0-B/Packet Loss Percent",Date,"cv_tcp-1.1-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_tcp-1.1-1.wlan000--1.0.0-B/Packet Loss Percent",
NA,NA,NA,NA,"2021-07-09T14:40:05.059 UTC",0,"2021-07-09T14:40:05.059 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:06.069 UTC",0,"2021-07-09T14:40:06.069 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:07.078 UTC",0,"2021-07-09T14:40:07.078 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:08.089 UTC",0,"2021-07-09T14:40:08.089 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:09.099 UTC",0,"2021-07-09T14:40:09.099 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:10.109 UTC",0,"2021-07-09T14:40:10.109 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:11.120 UTC",0,"2021-07-09T14:40:11.120 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:12.130 UTC",0,"2021-07-09T14:40:12.130 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:13.139 UTC",0,"2021-07-09T14:40:13.139 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:14.149 UTC",0,"2021-07-09T14:40:14.149 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:15.158 UTC",0,"2021-07-09T14:40:15.158 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:16.168 UTC",0,"2021-07-09T14:40:16.168 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:17.178 UTC",0,"2021-07-09T14:40:17.178 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:18.188 UTC",0,"2021-07-09T14:40:18.188 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:19.198 UTC",0,"2021-07-09T14:40:19.198 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:20.208 UTC",0,"2021-07-09T14:40:20.208 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:21.217 UTC",0,"2021-07-09T14:40:21.217 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:22.227 UTC",0,"2021-07-09T14:40:22.227 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:23.236 UTC",0,"2021-07-09T14:40:23.236 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:24.247 UTC",0,"2021-07-09T14:40:24.247 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:25.256 UTC",0,"2021-07-09T14:40:25.256 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:26.267 UTC",0,"2021-07-09T14:40:26.267 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:27.276 UTC",0,"2021-07-09T14:40:27.276 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:28.286 UTC",0,"2021-07-09T14:40:28.286 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:29.296 UTC",0,"2021-07-09T14:40:29.296 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:30.306 UTC",0,"2021-07-09T14:40:30.306 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:31.316 UTC",0,"2021-07-09T14:40:31.316 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:32.327 UTC",0,"2021-07-09T14:40:32.327 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:33.338 UTC",0,"2021-07-09T14:40:33.338 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:34.348 UTC",0,"2021-07-09T14:40:34.348 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:35.358 UTC",0,"2021-07-09T14:40:35.358 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:36.369 UTC",0,"2021-07-09T14:40:36.369 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:37.380 UTC",0,"2021-07-09T14:40:37.380 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:38.390 UTC",0,"2021-07-09T14:40:38.390 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:39.400 UTC",0,"2021-07-09T14:40:39.400 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:40.412 UTC",0,"2021-07-09T14:40:40.412 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:41.423 UTC",0,"2021-07-09T14:40:41.423 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:42.432 UTC",0,"2021-07-09T14:40:42.432 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:43.442 UTC",0,"2021-07-09T14:40:43.442 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:44.452 UTC",0,"2021-07-09T14:40:44.452 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:45.463 UTC",0,"2021-07-09T14:40:45.463 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:46.472 UTC",0,"2021-07-09T14:40:46.472 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:47.482 UTC",0,"2021-07-09T14:40:47.482 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:48.493 UTC",0,"2021-07-09T14:40:48.493 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:49.503 UTC",0,"2021-07-09T14:40:49.503 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:50.513 UTC",0,"2021-07-09T14:40:50.513 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:51.523 UTC",0,"2021-07-09T14:40:51.523 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:52.534 UTC",0,"2021-07-09T14:40:52.534 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:53.544 UTC",0,"2021-07-09T14:40:53.544 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:54.556 UTC",0,"2021-07-09T14:40:54.556 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:55.565 UTC",0,"2021-07-09T14:40:55.565 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:56.576 UTC",0,"2021-07-09T14:40:56.576 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:57.590 UTC",0,"2021-07-09T14:40:57.590 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:58.601 UTC",0,"2021-07-09T14:40:58.601 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:40:59.611 UTC",0,"2021-07-09T14:40:59.611 UTC",0,
NA,NA,NA,NA,"2021-07-09T14:41:00.622 UTC",0,"2021-07-09T14:41:00.622 UTC",0,
