"Combined Mbps, 60 second running average",
"sta01000","sta01001","sta01002","sta01003","sta01004","sta01005","sta01006","sta01007",
7.98664,7.99435,7.96648,7.94356,7.93684,7.99573,7.97083,7.97024
0,0,0,0,0,0,0,0
