"Station Connect Times",
Date,"sta01000/Connect Time (ms)",Date,"sta01001/Connect Time (ms)",Date,"sta01002/Connect Time (ms)",Date,"sta01003/Connect Time (ms)",Date,"sta01004/Connect Time (ms)",Date,"sta01005/Connect Time (ms)",Date,"sta01006/Connect Time (ms)",Date,"sta01007/Connect Time (ms)",
"2022-02-17T09:42:31.668 UTC",54.822,"2022-02-17T09:42:31.716 UTC",40.954,"2022-02-17T09:42:32.018 UTC",37.08,"2022-02-17T09:42:31.776 UTC",47.993,"2022-02-17T09:42:31.819 UTC",35.048,"2022-02-17T09:42:31.934 UTC",54.44,"2022-02-17T09:42:31.873 UTC",46.527,"2022-02-17T09:42:31.974 UTC",31.657,
