"WiFi Link Rate vs LANforge RSSI",
"RSSI","ch1-TCP-DUT-TX-1NSS-40Mhz-MTU-tx/WiFi Link Rate","RSSI","ch1-TCP-DUT-TX-1NSS-40Mhz-MTU-rx/WiFi Link Rate",
-28,45,-28,150,
