TimeStamp,pps_tx_rate_3s,bps_tx_rate_3s,pps_rx_rate_3s,bps_rx_rate_3s,udp_pps_tx_rate_3s,udp_bps_tx_rate_3s,udp_pps_rx_rate_3s,udp_bps_rx_rate_3s,voip_pps_tx_rate_3s,voip_bps_tx_rate_3s,voip_pps_rx_rate_3s,voip_bps_rx_rate_3s,tcp_bps_tx_rate_3s,tcp_bps_rx_rate_3s,endp_running,udp_running,tcp_running,l4_running,voip_running,voip_rtp_active,udp_drop_pps_3s,voip_drop_pps_3s,tcp_dropped_pkts,tx_pkts,rx_pkts,udp_tx_pkts,udp_rx_pkts,udp_dropped_pkts,voip_dropped_pkts,l4-url-ps-3s,l4-rxbps-3s,l4-txbps-3s,l4-errors,l3-tcp-conn-active,l3-tcp-cx-estab,l3-tcp6-conn-active,l3-tcp6-cx-estab,l3-udp-conn-active,l3-udp-cx-estab,l3-udp6-conn-active,l3-udp6-cx-estab
1645091029030,5412,63753963,5409,63748731,5412,63753963,5409,63748731,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1071082,1063487,1071082,1063487,9563,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091031991,5424,63889967,5420,63877938,5424,63889967,5420,63877938,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1087386,1079169,1087386,1079169,9563,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091035056,5429,63946552,5426,63958695,5429,63946552,5426,63958695,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1103912,1095627,1103912,1095627,9563,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091038076,5429,63949198,5412,63779522,5429,63949198,5412,63779522,0,0,0,0,0,0,16,16,0,0,0,0,13,0,0,1119549,1111131,1119549,1111131,9602,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091040968,5427,63927136,5426,63938954,5427,63927136,5426,63938954,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1135657,1128284,1135657,1128284,9602,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091044018,5425,63899411,5422,63886774,5425,63899411,5422,63886774,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1151816,1144403,1151816,1144403,9602,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091047116,5424,63895365,5435,64034581,5424,63895365,5435,64034581,0,0,0,0,0,0,16,16,0,0,0,0,7,0,0,1168629,1161378,1168629,1161378,9633,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091050023,5422,63865772,5420,63876139,5422,63865772,5420,63876139,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1184621,1176601,1184621,1176601,9633,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091052983,5411,63742509,5408,63733445,5411,63742509,5408,63733445,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,1200892,1192837,1200892,1192837,9636,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091056086,5411,63739187,5409,63728773,5411,63739187,5409,63728773,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1217660,1209752,1217660,1209752,9638,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091059078,5409,63714838,5401,63658062,5409,63714838,5401,63658062,0,0,0,0,0,0,16,16,0,0,0,0,4,0,0,1233962,1226146,1233962,1226146,9651,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091062074,5409,63720533,5415,63819447,5409,63720533,5415,63819447,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,1250284,1241765,1250284,1241765,9651,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091064986,5411,63736362,5408,63726098,5411,63736362,5408,63726098,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1265876,1258578,1265876,1258578,9651,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091068090,5410,63722073,5398,63597507,5410,63722073,5398,63597507,0,0,0,0,0,0,16,16,0,0,0,0,7,0,0,1282058,1273986,1282058,1273986,9674,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091071114,5409,63710386,5402,63672462,5409,63710386,5402,63672462,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1298304,1290914,1298304,1290914,9674,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091074060,5413,63764482,5397,63606726,5413,63764482,5397,63606726,0,0,0,0,0,0,16,16,0,0,0,0,3,0,0,1315230,1307077,1315230,1307077,9683,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091077106,5424,63888106,5432,64011584,5424,63888106,5432,64011584,0,0,0,0,0,0,16,16,0,0,0,0,2,0,0,1331555,1323389,1331555,1323389,9690,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091080072,5410,63729908,5407,63723367,5410,63729908,5407,63723367,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1347863,1339623,1347863,1339623,9691,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091083005,5411,63728242,5407,63715072,5411,63728242,5407,63715072,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1363887,1355807,1363887,1355807,9691,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091085902,5412,63750813,4282,50466596,5412,63750813,4282,50466596,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1380555,1368980,1380555,1368980,9691,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091089099,5416,63796334,3237,38142554,5416,63796334,3237,38142554,0,0,0,0,0,0,16,16,0,0,0,0,2752,0,0,1396456,1378633,1396456,1378633,17903,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091091957,5412,63759960,5360,63161099,5412,63759960,5360,63161099,0,0,0,0,0,0,16,16,0,0,0,0,765,0,0,1410947,1393223,1410947,1393223,19578,0,0,0,0,0,0,0,0,0,8,0,0,0
