TimeStamp,pps_tx_rate_3s,bps_tx_rate_3s,pps_rx_rate_3s,bps_rx_rate_3s,udp_pps_tx_rate_3s,udp_bps_tx_rate_3s,udp_pps_rx_rate_3s,udp_bps_rx_rate_3s,voip_pps_tx_rate_3s,voip_bps_tx_rate_3s,voip_pps_rx_rate_3s,voip_bps_rx_rate_3s,tcp_bps_tx_rate_3s,tcp_bps_rx_rate_3s,endp_running,udp_running,tcp_running,l4_running,voip_running,voip_rtp_active,udp_drop_pps_3s,voip_drop_pps_3s,tcp_dropped_pkts,tx_pkts,rx_pkts,udp_tx_pkts,udp_rx_pkts,udp_dropped_pkts,voip_dropped_pkts,l4-url-ps-3s,l4-rxbps-3s,l4-txbps-3s,l4-errors,l3-tcp-conn-active,l3-tcp-cx-estab,l3-tcp6-conn-active,l3-tcp6-cx-estab,l3-udp-conn-active,l3-udp-cx-estab,l3-udp6-conn-active,l3-udp6-cx-estab
1645090944663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708001,701696,708001,701696,7483,0,0,0,0,0,0,0,0,0,0,0,0,0
1645090947005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708001,701696,708001,701696,7483,0,0,0,0,0,0,0,0,0,0,0,0,0
1645090951013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708001,701696,708001,701696,7483,0,0,0,0,0,0,0,0,0,0,0,0,0
1645090954062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708001,701696,708001,701696,7483,0,0,0,0,0,0,0,0,0,0,0,0,0
1645090956902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708001,701696,708001,701696,7483,0,0,0,0,0,0,0,0,0,0,0,0,0
1645090958932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708001,701696,708001,701696,7483,0,0,0,0,0,0,0,0,0,0,0,0,0
1645090962684,5419,63875379,5287,62355172,5419,63875379,5287,62355172,0,0,0,0,0,0,16,16,0,0,0,0,357,0,0,713493,706989,713493,706989,7842,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090966057,5411,63735217,5111,60229325,5411,63735217,5111,60229325,0,0,0,0,0,0,16,16,0,0,0,0,358,0,0,730589,723083,730589,723083,8995,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090968940,5413,63761606,5265,62055140,5413,63761606,5265,62055140,0,0,0,0,0,0,16,16,0,0,0,0,117,0,0,747611,739537,747611,739537,9362,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090972036,5412,63745365,5411,63764530,5412,63745365,5411,63764530,0,0,0,0,0,0,16,16,0,0,0,0,27,0,0,760915,754998,760915,754998,9455,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090975023,5413,63768776,5428,63979117,5413,63768776,5428,63979117,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,775720,767922,775720,767922,9457,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090977969,5416,63794748,5413,63786769,5416,63794748,5413,63786769,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,792762,784983,792762,784983,9457,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090980690,5422,63875019,5416,63819578,5422,63875019,5416,63819578,0,0,0,0,0,0,16,16,0,0,0,0,2,0,0,810052,802175,810052,802175,9465,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090983803,5414,63788272,5414,63804437,5414,63788272,5414,63804437,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,827392,819291,827392,819291,9466,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090987025,5410,63735948,5389,63533253,5410,63735948,5389,63533253,0,0,0,0,0,0,16,16,0,0,0,0,15,0,0,844316,836049,844316,836049,9511,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090990009,5419,63830704,5421,63887074,5419,63830704,5421,63887074,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,861316,853068,861316,853068,9513,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090993060,5418,63817626,5415,63820704,5418,63817626,5415,63820704,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,876293,868692,876293,868692,9513,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090995878,5424,63891570,5424,63907210,5424,63891570,5424,63907210,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,890568,882875,890568,882875,9514,0,0,0,0,0,0,0,0,0,8,0,0,0
1645090998974,5433,64001479,5431,64004965,5433,64001479,5431,64004965,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,907207,899339,907207,899339,9514,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091001981,5435,64018874,5431,63998538,5435,64018874,5431,63998538,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,924266,916251,924266,916251,9514,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091004970,5427,63933445,5424,63931044,5427,63933445,5424,63931044,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,941317,933196,941317,933196,9514,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091008087,5424,63889851,5399,63622720,5424,63889851,5399,63622720,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,957764,949733,957764,949733,9514,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091011112,5425,63899848,5424,63928883,5425,63899848,5424,63928883,0,0,0,0,0,0,16,16,0,0,0,0,6,0,0,974665,966080,974665,966080,9534,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091013980,5421,63852416,5420,63876589,5421,63852416,5420,63876589,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,989482,980980,989482,980980,9534,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091017019,5424,63890958,5416,63845364,5424,63890958,5416,63845364,0,0,0,0,0,0,16,16,0,0,0,0,2,0,0,1005706,997889,1005706,997889,9540,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091020066,5411,63737664,5410,63750872,5411,63737664,5410,63750872,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1022606,1014829,1022606,1014829,9540,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091023019,5424,63892769,5390,63503226,5424,63892769,5390,63503226,0,0,0,0,0,0,16,16,0,0,0,0,7,0,0,1038613,1030792,1038613,1030792,9563,0,0,0,0,0,0,0,0,0,8,0,0,0
1645091026092,5411,63738732,5409,63738394,5411,63738732,5409,63738394,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1055458,1047780,1055458,1047780,9563,0,0,0,0,0,0,0,0,0,8,0,0,0
