"RX Pps vs Packet Size",
"60","142","256","512","1024","MTU","4000",
279.19346,210.88142,115.97831,63.69751,30.55153,21.67936,7.7771
131.21901,139.78914,113.18784,65.34812,30.6465,22.64226,0
,,82.80933,69.72431,47.61719,24.09515,21.13159,20.27576
,,131.50484,101.10264,54.44496,28.38898,27.208,25.6211
