Channel	Frequency	Security	NSS	Cfg-Mode	Bandwidth	Pkt	Traffic-Type	Direction	Tx-Mode-Rpt	Tx-NSS-Rpt	Tx-MCS	Tx-BW-Rpt	Rx-Mode-Rpt	Rx-NSS-Rpt	Rx-MCS	Rx-BW-Rpt	RSSI dBm	Tx-Phy-Rate	Rx-Phy-Rate
36	5180	WPA2	4	AUTO	160	60	UDP	DUT-TX	VHT	4	0	20	3	VHT	0	80	-53 [-57, -61, -53, -58]	28.9 MBit/s VHT-MCS 0 short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	60	UDP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-47 [-57, -61, -53, -58]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	142	UDP	DUT-TX	VHT	4	9	80	3	VHT	9	80	-54 [-57, -63, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	142	UDP	DUT-RX	VHT	4	8	80	3	VHT	8	80	-48 [-57, -62, -54, -58]	1560.0 MBit/s VHT-MCS 8 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	142	TCP	DUT-TX	VHT	4	9	80	3	VHT	9	80	-54 [-57, -62, -54, -58]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	142	TCP	DUT-RX	VHT	4	7	80	4	VHT	7	80	-54 [-57, -62, -55, -58]	1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4
36	5180	WPA2	4	AUTO	160	256	UDP	DUT-TX	VHT	4	7	80	3	VHT	7	80	-54 [-57, -62, -54, -58]	1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	256	UDP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-47 [-57, -62, -54, -58]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	256	TCP	DUT-TX	VHT	4	9	80	3	VHT	9	80	-54 [-57, -62, -54, -58]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	256	TCP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-54 [-57, -62, -54, -58]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	512	UDP	DUT-TX	VHT	4	9	80	4	VHT	9	80	-54 [-57, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4
36	5180	WPA2	4	AUTO	160	512	UDP	DUT-RX	VHT	4	9	80	4	VHT	9	80	-48 [-57, -62, -55, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4
36	5180	WPA2	4	AUTO	160	512	TCP	DUT-TX	VHT	4	8	80	4	VHT	8	80	-54 [-57, -62, -54, -59]	1560.0 MBit/s VHT-MCS 8 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4
36	5180	WPA2	4	AUTO	160	512	TCP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-54 [-57, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	1024	UDP	DUT-TX	VHT	4	8	80	3	VHT	8	80	-54 [-58, -62, -54, -59]	1560.0 MBit/s VHT-MCS 8 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	1024	UDP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-49 [-58, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
