"Endpoint RX Packet Loss Percentage",
Date,"cv_udp-1.2-1.wlan100--1.0.0-A/Packet Loss Percent",Date,"cv_udp-1.2-1.wlan100--1.0.0-B/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan100--1.0.0-A/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan100--1.0.0-B/Packet Loss Percent",
"2022-02-15T14:20:24.859 UTC",0,"2022-02-15T14:20:24.859 UTC",0,"2022-02-15T14:21:33.805 UTC",0,"2022-02-15T14:21:33.805 UTC",0,
"2022-02-15T14:20:25.865 UTC",63.64318,"2022-02-15T14:20:25.865 UTC",0,"2022-02-15T14:21:34.813 UTC",0,"2022-02-15T14:21:34.813 UTC",0,
"2022-02-15T14:20:26.873 UTC",57.07599,"2022-02-15T14:20:26.873 UTC",0,"2022-02-15T14:21:35.819 UTC",0,"2022-02-15T14:21:35.819 UTC",0,
"2022-02-15T14:20:27.881 UTC",57.63868,"2022-02-15T14:20:27.881 UTC",0,"2022-02-15T14:21:36.824 UTC",0,"2022-02-15T14:21:36.824 UTC",0,
"2022-02-15T14:20:28.888 UTC",57.51056,"2022-02-15T14:20:28.888 UTC",0,"2022-02-15T14:21:37.830 UTC",0,"2022-02-15T14:21:37.830 UTC",0,
"2022-02-15T14:20:29.894 UTC",56.96629,"2022-02-15T14:20:29.894 UTC",0,"2022-02-15T14:21:38.836 UTC",0,"2022-02-15T14:21:38.836 UTC",0,
"2022-02-15T14:20:30.900 UTC",55.2136,"2022-02-15T14:20:30.900 UTC",0,"2022-02-15T14:21:39.842 UTC",0,"2022-02-15T14:21:39.842 UTC",0,
"2022-02-15T14:20:31.906 UTC",49.24166,"2022-02-15T14:20:31.906 UTC",0,"2022-02-15T14:21:40.848 UTC",0,"2022-02-15T14:21:40.848 UTC",0,
"2022-02-15T14:20:32.912 UTC",41.75128,"2022-02-15T14:20:32.912 UTC",0,"2022-02-15T14:21:41.854 UTC",0,"2022-02-15T14:21:41.854 UTC",0,
"2022-02-15T14:20:33.917 UTC",33.91374,"2022-02-15T14:20:33.917 UTC",0,"2022-02-15T14:21:42.859 UTC",0,"2022-02-15T14:21:42.859 UTC",0,
