"Rx Errors",
Date,"cv_udp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.1-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-B/Errors",
NA,NA,NA,NA,"2021-07-08T12:46:20.442 UTC",0,"2021-07-08T12:46:20.442 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:21.452 UTC",0,"2021-07-08T12:46:21.452 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:22.462 UTC",0,"2021-07-08T12:46:22.462 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:23.473 UTC",0,"2021-07-08T12:46:23.473 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:24.483 UTC",0,"2021-07-08T12:46:24.483 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:25.494 UTC",0,"2021-07-08T12:46:25.494 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:26.504 UTC",0,"2021-07-08T12:46:26.504 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:27.515 UTC",0,"2021-07-08T12:46:27.515 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:28.525 UTC",0,"2021-07-08T12:46:28.525 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:29.605 UTC",0,"2021-07-08T12:46:29.605 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:30.615 UTC",0,"2021-07-08T12:46:30.615 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:31.626 UTC",0,"2021-07-08T12:46:31.626 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:32.636 UTC",0,"2021-07-08T12:46:32.636 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:33.647 UTC",0,"2021-07-08T12:46:33.647 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:34.656 UTC",0,"2021-07-08T12:46:34.656 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:35.667 UTC",0,"2021-07-08T12:46:35.667 UTC",0,
NA,NA,NA,NA,"2021-07-08T12:46:36.676 UTC",0,"2021-07-08T12:46:36.676 UTC",0,
