"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-08T12:46:11.355 UTC",0,"2021-07-08T12:46:11.355 UTC",0,"2021-07-08T12:46:11.355 UTC",0,
"2021-07-08T12:46:12.370 UTC",0,"2021-07-08T12:46:12.370 UTC",0,"2021-07-08T12:46:12.370 UTC",0,
"2021-07-08T12:46:13.379 UTC",0,"2021-07-08T12:46:13.379 UTC",0,"2021-07-08T12:46:13.379 UTC",0,
"2021-07-08T12:46:14.388 UTC",0,"2021-07-08T12:46:14.388 UTC",0,"2021-07-08T12:46:14.388 UTC",0,
"2021-07-08T12:46:15.397 UTC",0,"2021-07-08T12:46:15.397 UTC",0,"2021-07-08T12:46:15.397 UTC",0,
"2021-07-08T12:46:16.406 UTC",0,"2021-07-08T12:46:16.406 UTC",0,"2021-07-08T12:46:16.406 UTC",0,
"2021-07-08T12:46:17.415 UTC",0,"2021-07-08T12:46:17.415 UTC",0,"2021-07-08T12:46:17.415 UTC",0,
"2021-07-08T12:46:18.424 UTC",0,"2021-07-08T12:46:18.424 UTC",0,"2021-07-08T12:46:18.424 UTC",0,
"2021-07-08T12:46:19.433 UTC",0,"2021-07-08T12:46:19.433 UTC",0,"2021-07-08T12:46:19.433 UTC",0,
"2021-07-08T12:46:20.443 UTC",0,"2021-07-08T12:46:20.443 UTC",0,"2021-07-08T12:46:20.443 UTC",0,
"2021-07-08T12:46:21.452 UTC",0,"2021-07-08T12:46:21.452 UTC",6.33527,"2021-07-08T12:46:21.452 UTC",6.33527,
"2021-07-08T12:46:22.463 UTC",0,"2021-07-08T12:46:22.463 UTC",6.01192,"2021-07-08T12:46:22.463 UTC",6.01192,
"2021-07-08T12:46:23.473 UTC",0,"2021-07-08T12:46:23.473 UTC",5.49643,"2021-07-08T12:46:23.473 UTC",5.49643,
"2021-07-08T12:46:24.484 UTC",0,"2021-07-08T12:46:24.484 UTC",5.58022,"2021-07-08T12:46:24.484 UTC",5.58022,
"2021-07-08T12:46:25.494 UTC",0,"2021-07-08T12:46:25.494 UTC",5.54524,"2021-07-08T12:46:25.494 UTC",5.54524,
"2021-07-08T12:46:26.505 UTC",0,"2021-07-08T12:46:26.505 UTC",5.7862,"2021-07-08T12:46:26.505 UTC",5.7862,
"2021-07-08T12:46:27.515 UTC",0,"2021-07-08T12:46:27.515 UTC",5.80943,"2021-07-08T12:46:27.515 UTC",5.80943,
"2021-07-08T12:46:28.525 UTC",0,"2021-07-08T12:46:28.525 UTC",5.792,"2021-07-08T12:46:28.525 UTC",5.792,
"2021-07-08T12:46:29.605 UTC",0,"2021-07-08T12:46:29.605 UTC",5.81521,"2021-07-08T12:46:29.605 UTC",5.81521,
"2021-07-08T12:46:30.616 UTC",0,"2021-07-08T12:46:30.616 UTC",5.88819,"2021-07-08T12:46:30.616 UTC",5.88819,
"2021-07-08T12:46:31.627 UTC",0,"2021-07-08T12:46:31.627 UTC",5.88819,"2021-07-08T12:46:31.627 UTC",5.88819,
