"Combined Mbps, 60 second running average",
"sta01000","sta01001","sta01002","sta01003","sta01004","sta01005","sta01006","sta01007",
7.94474,7.9953,7.98819,7.95389,7.9764,7.96218,7.94836,7.9452
0,0,0,0,0,0,0,0
