"Station Connect Times",
Date,"sta01000/Connect Time (ms)",Date,"sta01001/Connect Time (ms)",Date,"sta01002/Connect Time (ms)",Date,"sta01003/Connect Time (ms)",Date,"sta01004/Connect Time (ms)",Date,"sta01005/Connect Time (ms)",Date,"sta01006/Connect Time (ms)",Date,"sta01007/Connect Time (ms)",
"2022-02-17T07:31:49.514 UTC",42.31,"2022-02-17T07:31:50.140 UTC",28.158,"2022-02-17T07:31:49.568 UTC",47.965,"2022-02-17T07:31:49.628 UTC",50.177,"2022-02-17T07:31:49.677 UTC",43.13,"2022-02-17T07:31:49.737 UTC",53.819,"2022-02-17T07:31:54.364 UTC",33.392,"2022-02-17T07:31:50.104 UTC",31.488,
