"Rx Errors",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Errors",
"2021-06-15T13:50:50.988 UTC",0,"2021-06-15T13:50:50.988 UTC",0,NA,NA,NA,NA,
"2021-06-15T13:50:51.998 UTC",0,"2021-06-15T13:50:51.998 UTC",0,NA,NA,NA,NA,
"2021-06-15T13:50:53.008 UTC",0,"2021-06-15T13:50:53.008 UTC",104,NA,NA,NA,NA,
"2021-06-15T13:50:54.018 UTC",0,"2021-06-15T13:50:54.018 UTC",175,NA,NA,NA,NA,
"2021-06-15T13:50:55.028 UTC",0,"2021-06-15T13:50:55.028 UTC",175,NA,NA,NA,NA,
"2021-06-15T13:50:56.039 UTC",0,"2021-06-15T13:50:56.039 UTC",244,NA,NA,NA,NA,
"2021-06-15T13:50:57.049 UTC",0,"2021-06-15T13:50:57.049 UTC",247,NA,NA,NA,NA,
"2021-06-15T13:50:58.059 UTC",0,"2021-06-15T13:50:58.059 UTC",312,NA,NA,NA,NA,
"2021-06-15T13:50:59.069 UTC",0,"2021-06-15T13:50:59.069 UTC",378,NA,NA,NA,NA,
"2021-06-15T13:51:00.078 UTC",0,"2021-06-15T13:51:00.078 UTC",441,NA,NA,NA,NA,
"2021-06-15T13:51:01.087 UTC",0,"2021-06-15T13:51:01.087 UTC",520,NA,NA,NA,NA,
"2021-06-15T13:51:02.099 UTC",0,"2021-06-15T13:51:02.099 UTC",627,NA,NA,NA,NA,
"2021-06-15T13:51:03.108 UTC",0,"2021-06-15T13:51:03.108 UTC",675,NA,NA,NA,NA,
"2021-06-15T13:51:04.119 UTC",0,"2021-06-15T13:51:04.119 UTC",763,NA,NA,NA,NA,
"2021-06-15T13:51:05.129 UTC",0,"2021-06-15T13:51:05.129 UTC",825,NA,NA,NA,NA,
"2021-06-15T13:51:06.140 UTC",0,"2021-06-15T13:51:06.140 UTC",843,NA,NA,NA,NA,
"2021-06-15T13:51:07.149 UTC",0,"2021-06-15T13:51:07.149 UTC",922,NA,NA,NA,NA,
"2021-06-15T13:51:08.159 UTC",0,"2021-06-15T13:51:08.159 UTC",1063,NA,NA,NA,NA,
"2021-06-15T13:51:09.169 UTC",0,"2021-06-15T13:51:09.169 UTC",1254,NA,NA,NA,NA,
"2021-06-15T13:51:10.180 UTC",0,"2021-06-15T13:51:10.180 UTC",1327,NA,NA,NA,NA,
"2021-06-15T13:51:11.190 UTC",0,"2021-06-15T13:51:11.190 UTC",1336,NA,NA,NA,NA,
"2021-06-15T13:51:12.200 UTC",0,"2021-06-15T13:51:12.200 UTC",1368,NA,NA,NA,NA,
"2021-06-15T13:51:13.211 UTC",0,"2021-06-15T13:51:13.211 UTC",1431,NA,NA,NA,NA,
"2021-06-15T13:51:14.222 UTC",0,"2021-06-15T13:51:14.222 UTC",1604,NA,NA,NA,NA,
"2021-06-15T13:51:15.231 UTC",0,"2021-06-15T13:51:15.231 UTC",1653,NA,NA,NA,NA,
"2021-06-15T13:51:16.242 UTC",0,"2021-06-15T13:51:16.242 UTC",1710,NA,NA,NA,NA,
"2021-06-15T13:51:17.253 UTC",0,"2021-06-15T13:51:17.253 UTC",1778,NA,NA,NA,NA,
"2021-06-15T13:51:18.263 UTC",0,"2021-06-15T13:51:18.263 UTC",1854,NA,NA,NA,NA,
"2021-06-15T13:51:19.273 UTC",0,"2021-06-15T13:51:19.273 UTC",1860,NA,NA,NA,NA,
"2021-06-15T13:51:20.284 UTC",0,"2021-06-15T13:51:20.284 UTC",1901,NA,NA,NA,NA,
"2021-06-15T13:51:21.295 UTC",0,"2021-06-15T13:51:21.295 UTC",2064,NA,NA,NA,NA,
"2021-06-15T13:51:22.306 UTC",0,"2021-06-15T13:51:22.306 UTC",2196,NA,NA,NA,NA,
"2021-06-15T13:51:23.317 UTC",0,"2021-06-15T13:51:23.317 UTC",2301,NA,NA,NA,NA,
"2021-06-15T13:51:24.327 UTC",0,"2021-06-15T13:51:24.327 UTC",2466,NA,NA,NA,NA,
"2021-06-15T13:51:25.337 UTC",0,"2021-06-15T13:51:25.337 UTC",2532,NA,NA,NA,NA,
"2021-06-15T13:51:26.348 UTC",0,"2021-06-15T13:51:26.348 UTC",2599,NA,NA,NA,NA,
"2021-06-15T13:51:27.359 UTC",0,"2021-06-15T13:51:27.359 UTC",2637,NA,NA,NA,NA,
"2021-06-15T13:51:28.371 UTC",0,"2021-06-15T13:51:28.371 UTC",2695,NA,NA,NA,NA,
"2021-06-15T13:51:29.385 UTC",0,"2021-06-15T13:51:29.385 UTC",2695,NA,NA,NA,NA,
"2021-06-15T13:51:30.395 UTC",0,"2021-06-15T13:51:30.395 UTC",2745,NA,NA,NA,NA,
"2021-06-15T13:51:31.405 UTC",0,"2021-06-15T13:51:31.405 UTC",2821,NA,NA,NA,NA,
"2021-06-15T13:51:32.416 UTC",0,"2021-06-15T13:51:32.416 UTC",2954,NA,NA,NA,NA,
"2021-06-15T13:51:33.434 UTC",0,"2021-06-15T13:51:33.434 UTC",3010,NA,NA,NA,NA,
"2021-06-15T13:51:34.447 UTC",0,"2021-06-15T13:51:34.447 UTC",3081,NA,NA,NA,NA,
"2021-06-15T13:51:35.458 UTC",0,"2021-06-15T13:51:35.458 UTC",3190,NA,NA,NA,NA,
"2021-06-15T13:51:36.468 UTC",0,"2021-06-15T13:51:36.468 UTC",3261,NA,NA,NA,NA,
"2021-06-15T13:51:37.479 UTC",0,"2021-06-15T13:51:37.479 UTC",3338,NA,NA,NA,NA,
"2021-06-15T13:51:38.490 UTC",0,"2021-06-15T13:51:38.490 UTC",3455,NA,NA,NA,NA,
"2021-06-15T13:51:39.503 UTC",0,"2021-06-15T13:51:39.503 UTC",3592,NA,NA,NA,NA,
"2021-06-15T13:51:40.524 UTC",0,"2021-06-15T13:51:40.524 UTC",3641,NA,NA,NA,NA,
"2021-06-15T13:51:41.534 UTC",0,"2021-06-15T13:51:41.534 UTC",3643,NA,NA,NA,NA,
"2021-06-15T13:51:42.546 UTC",0,"2021-06-15T13:51:42.546 UTC",3647,NA,NA,NA,NA,
"2021-06-15T13:51:43.557 UTC",0,"2021-06-15T13:51:43.557 UTC",3660,NA,NA,NA,NA,
"2021-06-15T13:51:44.570 UTC",0,"2021-06-15T13:51:44.570 UTC",3698,NA,NA,NA,NA,
"2021-06-15T13:51:45.582 UTC",0,"2021-06-15T13:51:45.582 UTC",3792,NA,NA,NA,NA,
"2021-06-15T13:51:46.596 UTC",0,"2021-06-15T13:51:46.596 UTC",3859,NA,NA,NA,NA,
"2021-06-15T13:51:47.609 UTC",0,"2021-06-15T13:51:47.609 UTC",3927,NA,NA,NA,NA,
"2021-06-15T13:51:48.620 UTC",0,"2021-06-15T13:51:48.620 UTC",3972,NA,NA,NA,NA,
"2021-06-15T13:51:49.636 UTC",0,"2021-06-15T13:51:49.636 UTC",3995,NA,NA,NA,NA,
"2021-06-15T13:51:50.711 UTC",0,"2021-06-15T13:51:50.711 UTC",4023,NA,NA,NA,NA,
"2021-06-15T13:51:51.721 UTC",0,"2021-06-15T13:51:51.721 UTC",4092,NA,NA,NA,NA,
"2021-06-15T13:51:52.733 UTC",0,"2021-06-15T13:51:52.733 UTC",4154,NA,NA,NA,NA,
"2021-06-15T13:51:53.743 UTC",0,"2021-06-15T13:51:53.743 UTC",4230,NA,NA,NA,NA,
