"Rx Errors",
Date,"cv_udp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.1-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-B/Errors",
NA,NA,NA,NA,"2021-07-08T13:19:46.682 UTC",0,"2021-07-08T13:19:46.682 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:47.693 UTC",0,"2021-07-08T13:19:47.693 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:48.702 UTC",0,"2021-07-08T13:19:48.702 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:49.712 UTC",0,"2021-07-08T13:19:49.712 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:50.722 UTC",0,"2021-07-08T13:19:50.722 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:51.818 UTC",0,"2021-07-08T13:19:51.818 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:52.828 UTC",0,"2021-07-08T13:19:52.828 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:53.837 UTC",0,"2021-07-08T13:19:53.837 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:54.846 UTC",0,"2021-07-08T13:19:54.846 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:55.856 UTC",0,"2021-07-08T13:19:55.856 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:56.865 UTC",0,"2021-07-08T13:19:56.865 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:57.873 UTC",0,"2021-07-08T13:19:57.873 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:58.883 UTC",0,"2021-07-08T13:19:58.883 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:19:59.892 UTC",0,"2021-07-08T13:19:59.892 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:00.901 UTC",0,"2021-07-08T13:20:00.901 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:01.911 UTC",0,"2021-07-08T13:20:01.911 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:02.922 UTC",0,"2021-07-08T13:20:02.922 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:03.931 UTC",0,"2021-07-08T13:20:03.931 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:04.940 UTC",0,"2021-07-08T13:20:04.940 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:05.949 UTC",0,"2021-07-08T13:20:05.949 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:06.959 UTC",0,"2021-07-08T13:20:06.959 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:07.967 UTC",0,"2021-07-08T13:20:07.967 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:08.978 UTC",0,"2021-07-08T13:20:08.978 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:09.988 UTC",0,"2021-07-08T13:20:09.988 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:10.996 UTC",0,"2021-07-08T13:20:10.996 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:12.006 UTC",0,"2021-07-08T13:20:12.006 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:13.015 UTC",0,"2021-07-08T13:20:13.015 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:14.025 UTC",0,"2021-07-08T13:20:14.025 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:15.034 UTC",0,"2021-07-08T13:20:15.034 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:16.044 UTC",0,"2021-07-08T13:20:16.044 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:17.053 UTC",0,"2021-07-08T13:20:17.053 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:18.063 UTC",0,"2021-07-08T13:20:18.063 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:19.073 UTC",0,"2021-07-08T13:20:19.073 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:20.083 UTC",0,"2021-07-08T13:20:20.083 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:21.092 UTC",0,"2021-07-08T13:20:21.092 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:22.103 UTC",0,"2021-07-08T13:20:22.103 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:23.112 UTC",0,"2021-07-08T13:20:23.112 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:24.121 UTC",0,"2021-07-08T13:20:24.121 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:25.131 UTC",0,"2021-07-08T13:20:25.131 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:26.141 UTC",0,"2021-07-08T13:20:26.141 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:27.151 UTC",0,"2021-07-08T13:20:27.151 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:28.161 UTC",0,"2021-07-08T13:20:28.161 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:29.172 UTC",0,"2021-07-08T13:20:29.172 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:30.181 UTC",0,"2021-07-08T13:20:30.181 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:31.191 UTC",0,"2021-07-08T13:20:31.191 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:32.200 UTC",0,"2021-07-08T13:20:32.200 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:33.210 UTC",0,"2021-07-08T13:20:33.210 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:34.220 UTC",0,"2021-07-08T13:20:34.220 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:35.230 UTC",0,"2021-07-08T13:20:35.230 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:36.240 UTC",0,"2021-07-08T13:20:36.240 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:37.250 UTC",0,"2021-07-08T13:20:37.250 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:38.260 UTC",0,"2021-07-08T13:20:38.260 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:39.269 UTC",0,"2021-07-08T13:20:39.269 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:40.278 UTC",0,"2021-07-08T13:20:40.278 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:41.289 UTC",0,"2021-07-08T13:20:41.289 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:42.299 UTC",0,"2021-07-08T13:20:42.299 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:43.309 UTC",0,"2021-07-08T13:20:43.309 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:44.320 UTC",0,"2021-07-08T13:20:44.320 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:45.330 UTC",0,"2021-07-08T13:20:45.330 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:46.340 UTC",0,"2021-07-08T13:20:46.340 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:47.350 UTC",0,"2021-07-08T13:20:47.350 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:48.359 UTC",0,"2021-07-08T13:20:48.359 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:49.371 UTC",0,"2021-07-08T13:20:49.371 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:50.380 UTC",0,"2021-07-08T13:20:50.380 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:51.389 UTC",0,"2021-07-08T13:20:51.389 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:52.399 UTC",0,"2021-07-08T13:20:52.399 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:53.409 UTC",0,"2021-07-08T13:20:53.409 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:54.419 UTC",0,"2021-07-08T13:20:54.419 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:55.428 UTC",0,"2021-07-08T13:20:55.428 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:56.438 UTC",0,"2021-07-08T13:20:56.438 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:57.447 UTC",0,"2021-07-08T13:20:57.447 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:58.457 UTC",0,"2021-07-08T13:20:58.457 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:20:59.466 UTC",0,"2021-07-08T13:20:59.466 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:00.476 UTC",0,"2021-07-08T13:21:00.476 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:01.485 UTC",0,"2021-07-08T13:21:01.485 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:02.495 UTC",0,"2021-07-08T13:21:02.495 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:03.505 UTC",0,"2021-07-08T13:21:03.505 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:04.515 UTC",0,"2021-07-08T13:21:04.515 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:05.524 UTC",0,"2021-07-08T13:21:05.524 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:06.534 UTC",0,"2021-07-08T13:21:06.534 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:07.544 UTC",0,"2021-07-08T13:21:07.544 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:08.554 UTC",0,"2021-07-08T13:21:08.554 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:09.564 UTC",0,"2021-07-08T13:21:09.564 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:10.573 UTC",0,"2021-07-08T13:21:10.573 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:11.584 UTC",0,"2021-07-08T13:21:11.584 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:12.594 UTC",0,"2021-07-08T13:21:12.594 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:13.605 UTC",0,"2021-07-08T13:21:13.605 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:14.615 UTC",0,"2021-07-08T13:21:14.615 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:15.625 UTC",0,"2021-07-08T13:21:15.625 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:16.636 UTC",0,"2021-07-08T13:21:16.636 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:17.645 UTC",0,"2021-07-08T13:21:17.645 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:18.656 UTC",0,"2021-07-08T13:21:18.656 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:19.666 UTC",0,"2021-07-08T13:21:19.666 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:20.676 UTC",0,"2021-07-08T13:21:20.676 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:21.686 UTC",0,"2021-07-08T13:21:21.686 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:22.698 UTC",0,"2021-07-08T13:21:22.698 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:23.708 UTC",0,"2021-07-08T13:21:23.708 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:24.717 UTC",0,"2021-07-08T13:21:24.717 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:25.727 UTC",0,"2021-07-08T13:21:25.727 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:26.809 UTC",0,"2021-07-08T13:21:26.809 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:27.820 UTC",0,"2021-07-08T13:21:27.820 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:28.830 UTC",0,"2021-07-08T13:21:28.830 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:29.840 UTC",0,"2021-07-08T13:21:29.840 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:30.852 UTC",0,"2021-07-08T13:21:30.852 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:31.864 UTC",0,"2021-07-08T13:21:31.864 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:32.875 UTC",0,"2021-07-08T13:21:32.875 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:33.885 UTC",0,"2021-07-08T13:21:33.885 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:34.895 UTC",0,"2021-07-08T13:21:34.895 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:35.906 UTC",0,"2021-07-08T13:21:35.906 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:36.917 UTC",0,"2021-07-08T13:21:36.917 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:37.927 UTC",0,"2021-07-08T13:21:37.927 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:38.937 UTC",0,"2021-07-08T13:21:38.937 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:39.947 UTC",0,"2021-07-08T13:21:39.947 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:40.957 UTC",0,"2021-07-08T13:21:40.957 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:41.967 UTC",0,"2021-07-08T13:21:41.967 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:42.978 UTC",0,"2021-07-08T13:21:42.978 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:43.988 UTC",0,"2021-07-08T13:21:43.988 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:44.998 UTC",0,"2021-07-08T13:21:44.998 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:46.009 UTC",0,"2021-07-08T13:21:46.009 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:47.020 UTC",0,"2021-07-08T13:21:47.020 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:21:48.030 UTC",0,"2021-07-08T13:21:48.030 UTC",0,
