"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-08T13:19:26.499 UTC",0,"2021-07-08T13:19:26.499 UTC",0,"2021-07-08T13:19:26.499 UTC",0,
"2021-07-08T13:19:27.514 UTC",0,"2021-07-08T13:19:27.514 UTC",0,"2021-07-08T13:19:27.514 UTC",0,
"2021-07-08T13:19:28.524 UTC",0,"2021-07-08T13:19:28.524 UTC",0,"2021-07-08T13:19:28.524 UTC",0,
"2021-07-08T13:19:29.532 UTC",0,"2021-07-08T13:19:29.532 UTC",0,"2021-07-08T13:19:29.532 UTC",0,
"2021-07-08T13:19:30.541 UTC",0,"2021-07-08T13:19:30.541 UTC",0,"2021-07-08T13:19:30.541 UTC",0,
"2021-07-08T13:19:31.550 UTC",0,"2021-07-08T13:19:31.550 UTC",0,"2021-07-08T13:19:31.550 UTC",0,
"2021-07-08T13:19:32.559 UTC",0,"2021-07-08T13:19:32.559 UTC",0,"2021-07-08T13:19:32.559 UTC",0,
"2021-07-08T13:19:33.567 UTC",0,"2021-07-08T13:19:33.567 UTC",0,"2021-07-08T13:19:33.567 UTC",0,
"2021-07-08T13:19:34.576 UTC",0,"2021-07-08T13:19:34.576 UTC",0,"2021-07-08T13:19:34.576 UTC",0,
"2021-07-08T13:19:35.586 UTC",0,"2021-07-08T13:19:35.586 UTC",0,"2021-07-08T13:19:35.586 UTC",0,
"2021-07-08T13:19:36.595 UTC",0,"2021-07-08T13:19:36.595 UTC",0,"2021-07-08T13:19:36.595 UTC",0,
"2021-07-08T13:19:37.605 UTC",0,"2021-07-08T13:19:37.605 UTC",0,"2021-07-08T13:19:37.605 UTC",0,
"2021-07-08T13:19:38.614 UTC",0,"2021-07-08T13:19:38.614 UTC",0,"2021-07-08T13:19:38.614 UTC",0,
"2021-07-08T13:19:39.623 UTC",0,"2021-07-08T13:19:39.623 UTC",0,"2021-07-08T13:19:39.623 UTC",0,
"2021-07-08T13:19:40.632 UTC",0,"2021-07-08T13:19:40.632 UTC",0,"2021-07-08T13:19:40.632 UTC",0,
