"RX Pps vs Packet Size",
"60","142","256","512","1024","MTU","4000",
282.52431,248.06633,116.47427,62.58516,32.01532,20.67847,1.97616
131.20911,138.70196,107.15735,64.2279,32.36174,20.93381,3.4622
,,88.51947,64.4107,46.97429,23.78992,19.71064,20.00033
,,117.61358,97.04275,56.20739,28.05644,25.41431,26.45473
