"Endpoint RX Packet Loss Percentage",
Date,"cv_udp-1.2-1.wlan100--1.0.0-A/Packet Loss Percent",Date,"cv_udp-1.2-1.wlan100--1.0.0-B/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan100--1.0.0-A/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan100--1.0.0-B/Packet Loss Percent",
"2022-02-16T17:35:10.709 UTC",0,"2022-02-16T17:35:10.709 UTC",0,"2022-02-16T17:36:18.154 UTC",0,"2022-02-16T17:36:18.154 UTC",0,
"2022-02-16T17:35:11.715 UTC",39.39717,"2022-02-16T17:35:11.715 UTC",0,"2022-02-16T17:36:19.160 UTC",0,"2022-02-16T17:36:19.160 UTC",0,
"2022-02-16T17:35:12.722 UTC",52.51797,"2022-02-16T17:35:12.722 UTC",0,"2022-02-16T17:36:20.166 UTC",0,"2022-02-16T17:36:20.166 UTC",0,
"2022-02-16T17:35:13.727 UTC",54.65002,"2022-02-16T17:35:13.727 UTC",0,"2022-02-16T17:36:21.173 UTC",0,"2022-02-16T17:36:21.173 UTC",0,
"2022-02-16T17:35:14.734 UTC",55.93375,"2022-02-16T17:35:14.734 UTC",0,"2022-02-16T17:36:22.181 UTC",0,"2022-02-16T17:36:22.181 UTC",0,
"2022-02-16T17:35:15.739 UTC",56.02753,"2022-02-16T17:35:15.739 UTC",0,"2022-02-16T17:36:23.187 UTC",0,"2022-02-16T17:36:23.187 UTC",0,
"2022-02-16T17:35:16.743 UTC",54.81846,"2022-02-16T17:35:16.743 UTC",0,"2022-02-16T17:36:24.192 UTC",0,"2022-02-16T17:36:24.192 UTC",0,
"2022-02-16T17:35:17.750 UTC",53.78824,"2022-02-16T17:35:17.750 UTC",0,"2022-02-16T17:36:25.197 UTC",0,"2022-02-16T17:36:25.197 UTC",0,
"2022-02-16T17:35:18.759 UTC",53.79868,"2022-02-16T17:35:18.759 UTC",0,"2022-02-16T17:36:26.205 UTC",0,"2022-02-16T17:36:26.205 UTC",0,
"2022-02-16T17:35:19.766 UTC",55.32846,"2022-02-16T17:35:19.766 UTC",0,"2022-02-16T17:36:27.217 UTC",0,"2022-02-16T17:36:27.217 UTC",0,
