"RX Pps vs Packet Size",
"60","142","256","512","1024","MTU","4000",
288.72629,276.18908,285.26476,268.68482,136.16729,92.80425,0.10168
119.10048,122.99669,124.40841,132.19512,140.40237,115.13026,13.26515
,,117.67958,118.09299,105.31098,64.65588,53.12583,52.95104
,,120.67394,124.23,129.65603,130.57342,128.36983,128.24678
