"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-08T11:36:35.678 UTC",0,"2021-07-08T11:36:35.678 UTC",0,"2021-07-08T11:36:35.678 UTC",0,
"2021-07-08T11:36:36.692 UTC",0,"2021-07-08T11:36:36.692 UTC",0,"2021-07-08T11:36:36.692 UTC",0,
"2021-07-08T11:36:37.702 UTC",0,"2021-07-08T11:36:37.702 UTC",0,"2021-07-08T11:36:37.702 UTC",0,
"2021-07-08T11:36:38.710 UTC",0,"2021-07-08T11:36:38.710 UTC",0,"2021-07-08T11:36:38.710 UTC",0,
"2021-07-08T11:36:39.719 UTC",0,"2021-07-08T11:36:39.719 UTC",0,"2021-07-08T11:36:39.719 UTC",0,
"2021-07-08T11:36:40.728 UTC",0,"2021-07-08T11:36:40.728 UTC",0,"2021-07-08T11:36:40.728 UTC",0,
"2021-07-08T11:36:41.738 UTC",0,"2021-07-08T11:36:41.738 UTC",0,"2021-07-08T11:36:41.738 UTC",0,
"2021-07-08T11:36:42.749 UTC",0,"2021-07-08T11:36:42.749 UTC",0,"2021-07-08T11:36:42.749 UTC",0,
"2021-07-08T11:36:43.758 UTC",0,"2021-07-08T11:36:43.758 UTC",0,"2021-07-08T11:36:43.758 UTC",0,
"2021-07-08T11:36:44.767 UTC",0,"2021-07-08T11:36:44.767 UTC",0,"2021-07-08T11:36:44.767 UTC",0,
"2021-07-08T11:36:45.776 UTC",0,"2021-07-08T11:36:45.776 UTC",0,"2021-07-08T11:36:45.776 UTC",0,
"2021-07-08T11:36:46.784 UTC",0,"2021-07-08T11:36:46.784 UTC",0,"2021-07-08T11:36:46.784 UTC",0,
"2021-07-08T11:36:47.794 UTC",0,"2021-07-08T11:36:47.794 UTC",0,"2021-07-08T11:36:47.794 UTC",0,
"2021-07-08T11:36:48.803 UTC",0,"2021-07-08T11:36:48.803 UTC",0,"2021-07-08T11:36:48.803 UTC",0,
"2021-07-08T11:36:49.812 UTC",0,"2021-07-08T11:36:49.812 UTC",0,"2021-07-08T11:36:49.812 UTC",0,
"2021-07-08T11:36:50.822 UTC",0,"2021-07-08T11:36:50.822 UTC",16.35937,"2021-07-08T11:36:50.822 UTC",16.35937,
"2021-07-08T11:36:51.831 UTC",0,"2021-07-08T11:36:51.831 UTC",16.35937,"2021-07-08T11:36:51.831 UTC",16.35937,
"2021-07-08T11:36:52.840 UTC",0,"2021-07-08T11:36:52.840 UTC",23.66648,"2021-07-08T11:36:52.840 UTC",23.66648,
"2021-07-08T11:36:53.850 UTC",0,"2021-07-08T11:36:53.850 UTC",23.96198,"2021-07-08T11:36:53.850 UTC",23.96198,
"2021-07-08T11:36:54.860 UTC",0,"2021-07-08T11:36:54.860 UTC",22.9552,"2021-07-08T11:36:54.860 UTC",22.9552,
"2021-07-08T11:36:55.870 UTC",0,"2021-07-08T11:36:55.870 UTC",23.45614,"2021-07-08T11:36:55.870 UTC",23.45614,
"2021-07-08T11:36:56.880 UTC",0,"2021-07-08T11:36:56.880 UTC",22.93616,"2021-07-08T11:36:56.880 UTC",22.93616,
"2021-07-08T11:36:57.891 UTC",0,"2021-07-08T11:36:57.891 UTC",23.48643,"2021-07-08T11:36:57.891 UTC",23.48643,
"2021-07-08T11:36:58.901 UTC",0,"2021-07-08T11:36:58.901 UTC",24.0369,"2021-07-08T11:36:58.901 UTC",24.0369,
"2021-07-08T11:36:59.910 UTC",0,"2021-07-08T11:36:59.910 UTC",24.28214,"2021-07-08T11:36:59.910 UTC",24.28214,
"2021-07-08T11:37:00.920 UTC",0,"2021-07-08T11:37:00.920 UTC",24.53312,"2021-07-08T11:37:00.920 UTC",24.53312,
"2021-07-08T11:37:01.930 UTC",0,"2021-07-08T11:37:01.930 UTC",24.43318,"2021-07-08T11:37:01.930 UTC",24.43318,
"2021-07-08T11:37:02.940 UTC",0,"2021-07-08T11:37:02.940 UTC",24.49444,"2021-07-08T11:37:02.940 UTC",24.49444,
"2021-07-08T11:37:03.949 UTC",0,"2021-07-08T11:37:03.949 UTC",22.66266,"2021-07-08T11:37:03.949 UTC",22.66266,
"2021-07-08T11:37:04.959 UTC",0,"2021-07-08T11:37:04.959 UTC",13.64664,"2021-07-08T11:37:04.959 UTC",13.64664,
"2021-07-08T11:37:05.968 UTC",0,"2021-07-08T11:37:05.968 UTC",4.90584,"2021-07-08T11:37:05.968 UTC",4.90584,
"2021-07-08T11:37:06.978 UTC",0,"2021-07-08T11:37:06.978 UTC",0,"2021-07-08T11:37:06.978 UTC",0,
"2021-07-08T11:37:07.988 UTC",0,"2021-07-08T11:37:07.988 UTC",0,"2021-07-08T11:37:07.988 UTC",0,
"2021-07-08T11:37:08.998 UTC",0,"2021-07-08T11:37:08.998 UTC",0,"2021-07-08T11:37:08.998 UTC",0,
"2021-07-08T11:37:10.007 UTC",0,"2021-07-08T11:37:10.007 UTC",0,"2021-07-08T11:37:10.007 UTC",0,
"2021-07-08T11:37:11.017 UTC",0,"2021-07-08T11:37:11.017 UTC",0,"2021-07-08T11:37:11.017 UTC",0,
"2021-07-08T11:37:12.027 UTC",0,"2021-07-08T11:37:12.027 UTC",64.56783,"2021-07-08T11:37:12.027 UTC",64.56783,
"2021-07-08T11:37:13.039 UTC",0,"2021-07-08T11:37:13.039 UTC",69.01065,"2021-07-08T11:37:13.039 UTC",69.01065,
"2021-07-08T11:37:14.050 UTC",0,"2021-07-08T11:37:14.050 UTC",76.83795,"2021-07-08T11:37:14.050 UTC",76.83795,
"2021-07-08T11:37:15.059 UTC",0,"2021-07-08T11:37:15.059 UTC",20.03771,"2021-07-08T11:37:15.059 UTC",20.03771,
