"Realtime Mbps",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UDP DL/RX (Mbps)",
"2022-02-17T10:49:43.823 UTC",0,"2022-02-17T10:49:43.823 UTC",31.24923,"2022-02-17T10:49:54.899 UTC",31.76812,
"2022-02-17T10:49:44.829 UTC",0,"2022-02-17T10:49:44.829 UTC",31.81757,"2022-02-17T10:49:55.906 UTC",31.82016,
"2022-02-17T10:49:45.834 UTC",0,"2022-02-17T10:49:45.834 UTC",31.82711,"2022-02-17T10:49:56.911 UTC",31.80327,
"2022-02-17T10:49:46.841 UTC",0,"2022-02-17T10:49:46.841 UTC",31.83644,"2022-02-17T10:49:57.918 UTC",31.92463,
"2022-02-17T10:49:47.848 UTC",0,"2022-02-17T10:49:47.848 UTC",31.83438,"2022-02-17T10:49:58.924 UTC",31.85439,
"2022-02-17T10:49:48.856 UTC",0,"2022-02-17T10:49:48.856 UTC",31.8409,"2022-02-17T10:49:59.931 UTC",31.87881,
"2022-02-17T10:49:49.864 UTC",0,"2022-02-17T10:49:49.864 UTC",31.84249,"2022-02-17T10:50:00.938 UTC",31.92131,
"2022-02-17T10:49:50.871 UTC",0,"2022-02-17T10:49:50.871 UTC",31.84312,"2022-02-17T10:50:01.943 UTC",31.9089,
"2022-02-17T10:49:51.879 UTC",0,"2022-02-17T10:49:51.879 UTC",31.83752,"2022-02-17T10:50:02.951 UTC",31.90374,
"2022-02-17T10:49:52.885 UTC",0,"2022-02-17T10:49:52.885 UTC",31.84997,"2022-02-17T10:50:03.959 UTC",31.90488,
"2022-02-17T10:49:53.892 UTC",0,"2022-02-17T10:49:53.892 UTC",31.86488,"2022-02-17T10:50:04.967 UTC",31.88037,
"2022-02-17T10:49:54.899 UTC",0,"2022-02-17T10:49:54.899 UTC",31.76812,"2022-02-17T10:50:05.973 UTC",31.85327,
"2022-02-17T10:49:55.906 UTC",0,"2022-02-17T10:49:55.906 UTC",31.82016,"2022-02-17T10:50:06.980 UTC",31.83034,
"2022-02-17T10:49:56.911 UTC",0,"2022-02-17T10:49:56.911 UTC",31.80327,"2022-02-17T10:50:07.987 UTC",31.82499,
"2022-02-17T10:49:57.918 UTC",0,"2022-02-17T10:49:57.918 UTC",31.92463,"2022-02-17T10:50:08.994 UTC",31.84287,
"2022-02-17T10:49:58.924 UTC",0,"2022-02-17T10:49:58.924 UTC",31.85439,"2022-02-17T10:50:10.001 UTC",31.86691,
"2022-02-17T10:49:59.931 UTC",0,"2022-02-17T10:49:59.931 UTC",31.87881,"2022-02-17T10:50:11.008 UTC",31.90133,
"2022-02-17T10:50:00.938 UTC",0,"2022-02-17T10:50:00.938 UTC",31.92131,"2022-02-17T10:50:12.014 UTC",31.89069,
"2022-02-17T10:50:01.943 UTC",0,"2022-02-17T10:50:01.943 UTC",31.9089,"2022-02-17T10:50:13.020 UTC",31.89731,
"2022-02-17T10:50:02.951 UTC",0,"2022-02-17T10:50:02.951 UTC",31.90374,"2022-02-17T10:50:14.027 UTC",31.89168,
"2022-02-17T10:50:03.959 UTC",0,"2022-02-17T10:50:03.959 UTC",31.90488,"2022-02-17T10:50:15.033 UTC",31.88857,
"2022-02-17T10:50:04.967 UTC",0,"2022-02-17T10:50:04.967 UTC",31.88037,"2022-02-17T10:50:16.039 UTC",31.90425,
"2022-02-17T10:50:05.973 UTC",0,"2022-02-17T10:50:05.973 UTC",31.85327,"2022-02-17T10:50:17.044 UTC",31.91907,
"2022-02-17T10:50:06.980 UTC",0,"2022-02-17T10:50:06.980 UTC",31.83034,"2022-02-17T10:50:18.051 UTC",31.96355,
"2022-02-17T10:50:07.987 UTC",0,"2022-02-17T10:50:07.987 UTC",31.82499,"2022-02-17T10:50:19.059 UTC",31.98219,
"2022-02-17T10:50:08.994 UTC",0,"2022-02-17T10:50:08.994 UTC",31.84287,"2022-02-17T10:50:20.067 UTC",31.98573,
"2022-02-17T10:50:10.001 UTC",0,"2022-02-17T10:50:10.001 UTC",31.86691,"2022-02-17T10:50:21.074 UTC",31.97862,
"2022-02-17T10:50:11.008 UTC",0,"2022-02-17T10:50:11.008 UTC",31.90133,"2022-02-17T10:50:22.197 UTC",31.99596,
"2022-02-17T10:50:12.014 UTC",0,"2022-02-17T10:50:12.014 UTC",31.89069,"2022-02-17T10:50:23.209 UTC",31.9872,
"2022-02-17T10:50:13.020 UTC",0,"2022-02-17T10:50:13.020 UTC",31.89731,"2022-02-17T10:50:24.217 UTC",31.98862,
"2022-02-17T10:50:14.027 UTC",0,"2022-02-17T10:50:14.027 UTC",31.89168,"2022-02-17T10:50:25.224 UTC",32.00917,
"2022-02-17T10:50:15.033 UTC",0,"2022-02-17T10:50:15.033 UTC",31.88857,"2022-02-17T10:50:26.232 UTC",31.9739,
"2022-02-17T10:50:16.039 UTC",0,"2022-02-17T10:50:16.039 UTC",31.90425,"2022-02-17T10:50:27.238 UTC",31.96389,
"2022-02-17T10:50:17.044 UTC",0,"2022-02-17T10:50:17.044 UTC",31.91907,"2022-02-17T10:50:28.245 UTC",31.97751,
"2022-02-17T10:50:18.051 UTC",0,"2022-02-17T10:50:18.051 UTC",31.96355,"2022-02-17T10:50:29.253 UTC",31.96795,
"2022-02-17T10:50:19.059 UTC",0,"2022-02-17T10:50:19.059 UTC",31.98219,"2022-02-17T10:50:30.260 UTC",31.94957,
"2022-02-17T10:50:20.067 UTC",0,"2022-02-17T10:50:20.067 UTC",31.98573,"2022-02-17T10:50:31.267 UTC",31.96561,
"2022-02-17T10:50:21.074 UTC",0,"2022-02-17T10:50:21.074 UTC",31.97862,"2022-02-17T10:50:32.273 UTC",31.96064,
"2022-02-17T10:50:22.197 UTC",0,"2022-02-17T10:50:22.197 UTC",31.99596,"2022-02-17T10:50:33.281 UTC",31.95019,
"2022-02-17T10:50:23.209 UTC",0,"2022-02-17T10:50:23.209 UTC",31.9872,"2022-02-17T10:50:34.288 UTC",31.92873,
"2022-02-17T10:50:24.217 UTC",0,"2022-02-17T10:50:24.217 UTC",31.98862,"2022-02-17T10:50:35.294 UTC",31.93877,
"2022-02-17T10:50:25.224 UTC",0,"2022-02-17T10:50:25.224 UTC",32.00917,"2022-02-17T10:50:36.302 UTC",31.93706,
"2022-02-17T10:50:26.232 UTC",0,"2022-02-17T10:50:26.232 UTC",31.9739,"2022-02-17T10:50:37.310 UTC",31.92077,
"2022-02-17T10:50:27.238 UTC",0,"2022-02-17T10:50:27.238 UTC",31.96389,"2022-02-17T10:50:38.318 UTC",31.91309,
"2022-02-17T10:50:28.245 UTC",0,"2022-02-17T10:50:28.245 UTC",31.97751,"2022-02-17T10:50:39.325 UTC",31.90724,
"2022-02-17T10:50:29.253 UTC",0,"2022-02-17T10:50:29.253 UTC",31.96795,"2022-02-17T10:50:40.333 UTC",31.86754,
"2022-02-17T10:50:30.260 UTC",0,"2022-02-17T10:50:30.260 UTC",31.94957,"2022-02-17T10:50:41.340 UTC",31.81722,
"2022-02-17T10:50:31.267 UTC",0,"2022-02-17T10:50:31.267 UTC",31.96561,"2022-02-17T10:50:42.346 UTC",31.85809,
"2022-02-17T10:50:32.273 UTC",0,"2022-02-17T10:50:32.273 UTC",31.96064,"2022-02-17T10:50:43.354 UTC",31.95064,
"2022-02-17T10:50:33.281 UTC",0,"2022-02-17T10:50:33.281 UTC",31.95019,"2022-02-17T10:50:44.361 UTC",31.98626,
"2022-02-17T10:50:34.288 UTC",0,"2022-02-17T10:50:34.288 UTC",31.92873,"2022-02-17T10:50:45.368 UTC",31.95669,
"2022-02-17T10:50:35.294 UTC",0,"2022-02-17T10:50:35.294 UTC",31.93877,"2022-02-17T10:50:46.375 UTC",31.8879,
"2022-02-17T10:50:36.302 UTC",0,"2022-02-17T10:50:36.302 UTC",31.93706,"2022-02-17T10:50:47.381 UTC",31.84142,
"2022-02-17T10:50:37.310 UTC",0,"2022-02-17T10:50:37.310 UTC",31.92077,"2022-02-17T10:50:48.390 UTC",31.8182,
"2022-02-17T10:50:38.318 UTC",0,"2022-02-17T10:50:38.318 UTC",31.91309,"2022-02-17T10:50:49.400 UTC",31.82931,
"2022-02-17T10:50:39.325 UTC",0,"2022-02-17T10:50:39.325 UTC",31.90724,"2022-02-17T10:50:50.407 UTC",31.82983,
"2022-02-17T10:50:40.333 UTC",0,"2022-02-17T10:50:40.333 UTC",31.86754,"2022-02-17T10:50:51.413 UTC",31.90151,
"2022-02-17T10:50:41.340 UTC",0,"2022-02-17T10:50:41.340 UTC",31.81722,"2022-02-17T10:50:52.420 UTC",31.91999,
"2022-02-17T10:50:42.346 UTC",0,"2022-02-17T10:50:42.346 UTC",31.85809,"2022-02-17T10:50:53.429 UTC",31.95082,
"2022-02-17T10:50:43.354 UTC",0,"2022-02-17T10:50:43.354 UTC",31.95064,"2022-02-17T10:50:54.437 UTC",31.95725,
"2022-02-17T10:50:44.361 UTC",0,"2022-02-17T10:50:44.361 UTC",31.98626,"2022-02-17T10:50:55.443 UTC",31.94197,
"2022-02-17T10:50:45.368 UTC",0,"2022-02-17T10:50:45.368 UTC",31.95669,"2022-02-17T10:50:56.450 UTC",31.9551,
"2022-02-17T10:50:46.375 UTC",0,"2022-02-17T10:50:46.375 UTC",31.8879,"2022-02-17T10:50:57.461 UTC",31.96512,
"2022-02-17T10:50:47.381 UTC",0,"2022-02-17T10:50:47.381 UTC",31.84142,"2022-02-17T10:50:58.467 UTC",31.9438,
"2022-02-17T10:50:48.390 UTC",0,"2022-02-17T10:50:48.390 UTC",31.8182,"2022-02-17T10:50:59.474 UTC",31.96309,
"2022-02-17T10:50:49.400 UTC",0,"2022-02-17T10:50:49.400 UTC",31.82931,"2022-02-17T10:51:00.482 UTC",31.92351,
"2022-02-17T10:50:50.407 UTC",0,"2022-02-17T10:50:50.407 UTC",31.82983,"2022-02-17T10:51:01.488 UTC",31.9502,
"2022-02-17T10:50:51.413 UTC",0,"2022-02-17T10:50:51.413 UTC",31.90151,"2022-02-17T10:51:02.498 UTC",31.95133,
"2022-02-17T10:50:52.420 UTC",0,"2022-02-17T10:50:52.420 UTC",31.91999,"2022-02-17T10:51:03.508 UTC",31.94566,
"2022-02-17T10:50:53.429 UTC",0,"2022-02-17T10:50:53.429 UTC",31.95082,"2022-02-17T10:51:04.515 UTC",31.92186,
"2022-02-17T10:50:54.437 UTC",0,"2022-02-17T10:50:54.437 UTC",31.95725,"2022-02-17T10:51:05.522 UTC",31.92749,
"2022-02-17T10:50:55.443 UTC",0,"2022-02-17T10:50:55.443 UTC",31.94197,"2022-02-17T10:51:06.529 UTC",31.91159,
"2022-02-17T10:50:56.450 UTC",0,"2022-02-17T10:50:56.450 UTC",31.9551,"2022-02-17T10:51:07.536 UTC",31.90445,
"2022-02-17T10:50:57.461 UTC",0,"2022-02-17T10:50:57.461 UTC",31.96512,"2022-02-17T10:51:08.543 UTC",31.91743,
"2022-02-17T10:50:58.467 UTC",0,"2022-02-17T10:50:58.467 UTC",31.9438,"2022-02-17T10:51:09.550 UTC",31.9232,
"2022-02-17T10:50:59.474 UTC",0,"2022-02-17T10:50:59.474 UTC",31.96309,"2022-02-17T10:51:10.558 UTC",31.90759,
"2022-02-17T10:51:00.482 UTC",0,"2022-02-17T10:51:00.482 UTC",31.92351,"2022-02-17T10:51:11.565 UTC",31.84598,
"2022-02-17T10:51:01.488 UTC",0,"2022-02-17T10:51:01.488 UTC",31.9502,"2022-02-17T10:51:12.572 UTC",31.84918,
"2022-02-17T10:51:02.498 UTC",0,"2022-02-17T10:51:02.498 UTC",31.95133,"2022-02-17T10:51:13.580 UTC",31.83282,
"2022-02-17T10:51:03.508 UTC",0,"2022-02-17T10:51:03.508 UTC",31.94566,"2022-02-17T10:51:14.590 UTC",31.83398,
"2022-02-17T10:51:04.515 UTC",0,"2022-02-17T10:51:04.515 UTC",31.92186,"2022-02-17T10:51:15.598 UTC",31.82513,
"2022-02-17T10:51:05.522 UTC",0,"2022-02-17T10:51:05.522 UTC",31.92749,"2022-02-17T10:51:16.605 UTC",31.80414,
"2022-02-17T10:51:06.529 UTC",0,"2022-02-17T10:51:06.529 UTC",31.91159,"2022-02-17T10:51:17.614 UTC",31.83643,
"2022-02-17T10:51:07.536 UTC",0,"2022-02-17T10:51:07.536 UTC",31.90445,"2022-02-17T10:51:18.626 UTC",31.81853,
"2022-02-17T10:51:08.543 UTC",0,"2022-02-17T10:51:08.543 UTC",31.91743,"2022-02-17T10:51:19.634 UTC",32.00314,
"2022-02-17T10:51:09.550 UTC",0,"2022-02-17T10:51:09.550 UTC",31.9232,"2022-02-17T10:51:20.643 UTC",31.82475,
"2022-02-17T10:51:10.558 UTC",0,"2022-02-17T10:51:10.558 UTC",31.90759,"2022-02-17T10:51:21.653 UTC",31.81937,
"2022-02-17T10:51:11.565 UTC",0,"2022-02-17T10:51:11.565 UTC",31.84598,"2022-02-17T10:51:22.662 UTC",31.81834,
"2022-02-17T10:51:12.572 UTC",0,"2022-02-17T10:51:12.572 UTC",31.84918,"2022-02-17T10:51:23.670 UTC",31.80821,
"2022-02-17T10:51:13.580 UTC",0,"2022-02-17T10:51:13.580 UTC",31.83282,"2022-02-17T10:51:24.678 UTC",31.80853,
"2022-02-17T10:51:14.590 UTC",0,"2022-02-17T10:51:14.590 UTC",31.83398,"2022-02-17T10:51:25.684 UTC",31.8257,
"2022-02-17T10:51:15.598 UTC",0,"2022-02-17T10:51:15.598 UTC",31.82513,"2022-02-17T10:51:26.692 UTC",31.82706,
"2022-02-17T10:51:16.605 UTC",0,"2022-02-17T10:51:16.605 UTC",31.80414,"2022-02-17T10:51:27.699 UTC",31.8227,
"2022-02-17T10:51:17.614 UTC",0,"2022-02-17T10:51:17.614 UTC",31.83643,"2022-02-17T10:51:28.708 UTC",31.81133,
"2022-02-17T10:51:18.626 UTC",0,"2022-02-17T10:51:18.626 UTC",31.81853,"2022-02-17T10:51:29.718 UTC",31.81066,
"2022-02-17T10:51:19.634 UTC",0,"2022-02-17T10:51:19.634 UTC",32.00314,"2022-02-17T10:51:30.728 UTC",31.8282,
"2022-02-17T10:51:20.643 UTC",0,"2022-02-17T10:51:20.643 UTC",31.82475,"2022-02-17T10:51:31.738 UTC",31.82163,
"2022-02-17T10:51:21.653 UTC",0,"2022-02-17T10:51:21.653 UTC",31.81937,"2022-02-17T10:51:32.750 UTC",31.73015,
"2022-02-17T10:51:22.662 UTC",0,"2022-02-17T10:51:22.662 UTC",31.81834,"2022-02-17T10:51:33.760 UTC",31.80612,
"2022-02-17T10:51:23.670 UTC",0,"2022-02-17T10:51:23.670 UTC",31.80821,"2022-02-17T10:51:34.767 UTC",31.81753,
"2022-02-17T10:51:24.678 UTC",0,"2022-02-17T10:51:24.678 UTC",31.80853,"2022-02-17T10:51:35.773 UTC",31.86893,
"2022-02-17T10:51:25.684 UTC",0,"2022-02-17T10:51:25.684 UTC",31.8257,"2022-02-17T10:51:36.781 UTC",31.90955,
"2022-02-17T10:51:26.692 UTC",0,"2022-02-17T10:51:26.692 UTC",31.82706,"2022-02-17T10:51:37.789 UTC",31.96036,
"2022-02-17T10:51:27.699 UTC",0,"2022-02-17T10:51:27.699 UTC",31.8227,"2022-02-17T10:51:38.795 UTC",31.94516,
"2022-02-17T10:51:28.708 UTC",0,"2022-02-17T10:51:28.708 UTC",31.81133,"2022-02-17T10:51:39.803 UTC",31.89156,
"2022-02-17T10:51:29.718 UTC",0,"2022-02-17T10:51:29.718 UTC",31.81066,"2022-02-17T10:51:40.809 UTC",31.86454,
"2022-02-17T10:51:30.728 UTC",0,"2022-02-17T10:51:30.728 UTC",31.8282,"2022-02-17T10:51:41.816 UTC",31.85381,
"2022-02-17T10:51:31.738 UTC",0,"2022-02-17T10:51:31.738 UTC",31.82163,"2022-02-17T10:51:42.823 UTC",31.86831,
"2022-02-17T10:51:32.750 UTC",0,"2022-02-17T10:51:32.750 UTC",31.73015,"2022-02-17T10:51:43.831 UTC",31.8723,
"2022-02-17T10:51:33.760 UTC",0,"2022-02-17T10:51:33.760 UTC",31.80612,"2022-02-17T10:51:44.840 UTC",31.72822,
"2022-02-17T10:51:34.767 UTC",0,"2022-02-17T10:51:34.767 UTC",31.81753,"2022-02-17T10:51:45.845 UTC",31.87553,
"2022-02-17T10:51:35.773 UTC",0,"2022-02-17T10:51:35.773 UTC",31.86893,"2022-02-17T10:51:46.852 UTC",31.86191,
"2022-02-17T10:51:36.781 UTC",0,"2022-02-17T10:51:36.781 UTC",31.90955,"2022-02-17T10:51:47.862 UTC",32.04497,
"2022-02-17T10:51:37.789 UTC",0,"2022-02-17T10:51:37.789 UTC",31.96036,"2022-02-17T10:51:48.872 UTC",31.88794,
"2022-02-17T10:51:38.795 UTC",0,"2022-02-17T10:51:38.795 UTC",31.94516,"2022-02-17T10:51:49.880 UTC",31.90537,
"2022-02-17T10:51:39.803 UTC",0,"2022-02-17T10:51:39.803 UTC",31.89156,"2022-02-17T10:51:50.887 UTC",31.89733,
"2022-02-17T10:51:40.809 UTC",0,"2022-02-17T10:51:40.809 UTC",31.86454,"2022-02-17T10:51:51.894 UTC",31.87348,
"2022-02-17T10:51:41.816 UTC",0,"2022-02-17T10:51:41.816 UTC",31.85381,"2022-02-17T10:51:52.901 UTC",31.87196,
"2022-02-17T10:51:42.823 UTC",0,"2022-02-17T10:51:42.823 UTC",31.86831,NA,NA,
"2022-02-17T10:51:43.831 UTC",0,"2022-02-17T10:51:43.831 UTC",31.8723,NA,NA,
"2022-02-17T10:51:44.840 UTC",0,"2022-02-17T10:51:44.840 UTC",31.72822,NA,NA,
"2022-02-17T10:51:45.845 UTC",0,"2022-02-17T10:51:45.845 UTC",31.87553,NA,NA,
"2022-02-17T10:51:46.852 UTC",0,"2022-02-17T10:51:46.852 UTC",31.86191,NA,NA,
"2022-02-17T10:51:47.862 UTC",0,"2022-02-17T10:51:47.862 UTC",32.04497,NA,NA,
"2022-02-17T10:51:48.872 UTC",0,"2022-02-17T10:51:48.872 UTC",31.88794,NA,NA,
"2022-02-17T10:51:49.880 UTC",0,"2022-02-17T10:51:49.880 UTC",31.90537,NA,NA,
"2022-02-17T10:51:50.887 UTC",0,"2022-02-17T10:51:50.887 UTC",31.89733,NA,NA,
"2022-02-17T10:51:51.894 UTC",0,"2022-02-17T10:51:51.894 UTC",31.87348,NA,NA,
"2022-02-17T10:51:52.901 UTC",0,"2022-02-17T10:51:52.901 UTC",31.87196,NA,NA,
