"Combined Mbps, 60 second running average",
"sta01000","sta01001","sta01002","sta01003","sta01004","sta01005","sta01006","sta01007",
3.99326,3.97453,3.97999,3.98156,3.9991,3.97644,3.99772,3.96816
0,0,0,0,0,0,0,0
