"Station Connect Times",
Date,"sta01000/Connect Time (ms)",Date,"sta01001/Connect Time (ms)",Date,"sta01002/Connect Time (ms)",Date,"sta01003/Connect Time (ms)",Date,"sta01004/Connect Time (ms)",Date,"sta01005/Connect Time (ms)",Date,"sta01006/Connect Time (ms)",Date,"sta01007/Connect Time (ms)",
"2022-02-17T10:49:34.941 UTC",41.067,"2022-02-17T10:49:34.631 UTC",250.799,"2022-02-17T10:49:34.677 UTC",38.438,"2022-02-17T10:49:34.713 UTC",30.801,"2022-02-17T10:49:34.774 UTC",49.623,"2022-02-17T10:49:34.813 UTC",31.906,"2022-02-17T10:49:34.853 UTC",32.821,"2022-02-17T10:49:34.893 UTC",33.702,
