"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-08T13:10:46.563 UTC",0,"2021-07-08T13:10:46.563 UTC",0,"2021-07-08T13:10:46.563 UTC",0,
"2021-07-08T13:10:47.578 UTC",0,"2021-07-08T13:10:47.578 UTC",0,"2021-07-08T13:10:47.578 UTC",0,
"2021-07-08T13:10:48.587 UTC",0,"2021-07-08T13:10:48.587 UTC",0,"2021-07-08T13:10:48.587 UTC",0,
"2021-07-08T13:10:49.595 UTC",0,"2021-07-08T13:10:49.595 UTC",0,"2021-07-08T13:10:49.595 UTC",0,
"2021-07-08T13:10:50.604 UTC",0,"2021-07-08T13:10:50.604 UTC",0,"2021-07-08T13:10:50.604 UTC",0,
"2021-07-08T13:10:51.613 UTC",0,"2021-07-08T13:10:51.613 UTC",0,"2021-07-08T13:10:51.613 UTC",0,
"2021-07-08T13:10:52.622 UTC",0,"2021-07-08T13:10:52.622 UTC",0,"2021-07-08T13:10:52.622 UTC",0,
"2021-07-08T13:10:53.631 UTC",0,"2021-07-08T13:10:53.631 UTC",0,"2021-07-08T13:10:53.631 UTC",0,
"2021-07-08T13:10:54.640 UTC",0,"2021-07-08T13:10:54.640 UTC",0,"2021-07-08T13:10:54.640 UTC",0,
"2021-07-08T13:10:55.649 UTC",0,"2021-07-08T13:10:55.649 UTC",0,"2021-07-08T13:10:55.649 UTC",0,
"2021-07-08T13:10:56.658 UTC",0,"2021-07-08T13:10:56.658 UTC",0,"2021-07-08T13:10:56.658 UTC",0,
"2021-07-08T13:10:57.668 UTC",0,"2021-07-08T13:10:57.668 UTC",0,"2021-07-08T13:10:57.668 UTC",0,
"2021-07-08T13:10:58.676 UTC",0,"2021-07-08T13:10:58.676 UTC",0,"2021-07-08T13:10:58.676 UTC",0,
"2021-07-08T13:10:59.686 UTC",0,"2021-07-08T13:10:59.686 UTC",0,"2021-07-08T13:10:59.686 UTC",0,
"2021-07-08T13:11:00.695 UTC",0,"2021-07-08T13:11:00.695 UTC",0,"2021-07-08T13:11:00.695 UTC",0,
"2021-07-08T13:11:01.703 UTC",0,"2021-07-08T13:11:01.703 UTC",0,"2021-07-08T13:11:01.703 UTC",0,
"2021-07-08T13:11:02.713 UTC",0,"2021-07-08T13:11:02.713 UTC",49.57658,"2021-07-08T13:11:02.713 UTC",49.57658,
"2021-07-08T13:11:03.722 UTC",0,"2021-07-08T13:11:03.722 UTC",72.42908,"2021-07-08T13:11:03.722 UTC",72.42908,
"2021-07-08T13:11:04.732 UTC",0,"2021-07-08T13:11:04.732 UTC",57.07218,"2021-07-08T13:11:04.732 UTC",57.07218,
"2021-07-08T13:11:05.741 UTC",0,"2021-07-08T13:11:05.741 UTC",101.31395,"2021-07-08T13:11:05.741 UTC",101.31395,
"2021-07-08T13:11:06.751 UTC",0,"2021-07-08T13:11:06.751 UTC",101.37258,"2021-07-08T13:11:06.751 UTC",101.37258,
"2021-07-08T13:11:07.760 UTC",0,"2021-07-08T13:11:07.760 UTC",149.07298,"2021-07-08T13:11:07.760 UTC",149.07298,
"2021-07-08T13:11:08.771 UTC",0,"2021-07-08T13:11:08.771 UTC",115.09977,"2021-07-08T13:11:08.771 UTC",115.09977,
"2021-07-08T13:11:09.781 UTC",0,"2021-07-08T13:11:09.781 UTC",136.69509,"2021-07-08T13:11:09.781 UTC",136.69509,
"2021-07-08T13:11:10.791 UTC",0,"2021-07-08T13:11:10.791 UTC",115.56124,"2021-07-08T13:11:10.791 UTC",115.56124,
"2021-07-08T13:11:11.802 UTC",0,"2021-07-08T13:11:11.802 UTC",117.38687,"2021-07-08T13:11:11.802 UTC",117.38687,
"2021-07-08T13:11:12.811 UTC",0,"2021-07-08T13:11:12.811 UTC",103.39908,"2021-07-08T13:11:12.811 UTC",103.39908,
"2021-07-08T13:11:13.825 UTC",0,"2021-07-08T13:11:13.825 UTC",101.43082,"2021-07-08T13:11:13.825 UTC",101.43082,
"2021-07-08T13:11:14.836 UTC",0,"2021-07-08T13:11:14.836 UTC",101.92451,"2021-07-08T13:11:14.836 UTC",101.92451,
"2021-07-08T13:11:15.846 UTC",0,"2021-07-08T13:11:15.846 UTC",116.44071,"2021-07-08T13:11:15.846 UTC",116.44071,
"2021-07-08T13:11:16.856 UTC",0,"2021-07-08T13:11:16.856 UTC",117.70565,"2021-07-08T13:11:16.856 UTC",117.70565,
"2021-07-08T13:11:17.866 UTC",0,"2021-07-08T13:11:17.866 UTC",116.77182,"2021-07-08T13:11:17.866 UTC",116.77182,
"2021-07-08T13:11:18.878 UTC",0,"2021-07-08T13:11:18.878 UTC",115.65422,"2021-07-08T13:11:18.878 UTC",115.65422,
"2021-07-08T13:11:19.889 UTC",0,"2021-07-08T13:11:19.889 UTC",116.25302,"2021-07-08T13:11:19.889 UTC",116.25302,
"2021-07-08T13:11:20.900 UTC",0,"2021-07-08T13:11:20.900 UTC",116.25302,"2021-07-08T13:11:20.900 UTC",116.25302,
"2021-07-08T13:11:21.911 UTC",0,"2021-07-08T13:11:21.911 UTC",117.42685,"2021-07-08T13:11:21.911 UTC",117.42685,
"2021-07-08T13:11:22.921 UTC",0,"2021-07-08T13:11:22.921 UTC",110.33527,"2021-07-08T13:11:22.921 UTC",110.33527,
"2021-07-08T13:11:23.932 UTC",0,"2021-07-08T13:11:23.932 UTC",103.26618,"2021-07-08T13:11:23.932 UTC",103.26618,
"2021-07-08T13:11:24.942 UTC",0,"2021-07-08T13:11:24.942 UTC",102.35444,"2021-07-08T13:11:24.942 UTC",102.35444,
"2021-07-08T13:11:25.952 UTC",0,"2021-07-08T13:11:25.952 UTC",113.72183,"2021-07-08T13:11:25.952 UTC",113.72183,
"2021-07-08T13:11:26.962 UTC",0,"2021-07-08T13:11:26.962 UTC",117.1877,"2021-07-08T13:11:26.962 UTC",117.1877,
"2021-07-08T13:11:27.972 UTC",0,"2021-07-08T13:11:27.972 UTC",117.33983,"2021-07-08T13:11:27.972 UTC",117.33983,
"2021-07-08T13:11:28.983 UTC",0,"2021-07-08T13:11:28.983 UTC",115.77376,"2021-07-08T13:11:28.983 UTC",115.77376,
"2021-07-08T13:11:29.994 UTC",0,"2021-07-08T13:11:29.994 UTC",115.54506,"2021-07-08T13:11:29.994 UTC",115.54506,
"2021-07-08T13:11:31.005 UTC",0,"2021-07-08T13:11:31.005 UTC",115.77422,"2021-07-08T13:11:31.005 UTC",115.77422,
"2021-07-08T13:11:32.015 UTC",0,"2021-07-08T13:11:32.015 UTC",117.65217,"2021-07-08T13:11:32.015 UTC",117.65217,
"2021-07-08T13:11:33.026 UTC",0,"2021-07-08T13:11:33.026 UTC",102.09785,"2021-07-08T13:11:33.026 UTC",102.09785,
"2021-07-08T13:11:34.037 UTC",0,"2021-07-08T13:11:34.037 UTC",100.68449,"2021-07-08T13:11:34.037 UTC",100.68449,
"2021-07-08T13:11:35.048 UTC",0,"2021-07-08T13:11:35.048 UTC",101.2133,"2021-07-08T13:11:35.048 UTC",101.2133,
"2021-07-08T13:11:36.059 UTC",0,"2021-07-08T13:11:36.059 UTC",116.72448,"2021-07-08T13:11:36.059 UTC",116.72448,
"2021-07-08T13:11:37.070 UTC",0,"2021-07-08T13:11:37.070 UTC",117.48598,"2021-07-08T13:11:37.070 UTC",117.48598,
"2021-07-08T13:11:38.081 UTC",0,"2021-07-08T13:11:38.081 UTC",116.44414,"2021-07-08T13:11:38.081 UTC",116.44414,
"2021-07-08T13:11:39.092 UTC",0,"2021-07-08T13:11:39.092 UTC",114.77101,"2021-07-08T13:11:39.092 UTC",114.77101,
"2021-07-08T13:11:40.103 UTC",0,"2021-07-08T13:11:40.103 UTC",115.65403,"2021-07-08T13:11:40.103 UTC",115.65403,
"2021-07-08T13:11:41.192 UTC",0,"2021-07-08T13:11:41.192 UTC",116.66354,"2021-07-08T13:11:41.192 UTC",116.66354,
"2021-07-08T13:11:42.203 UTC",0,"2021-07-08T13:11:42.203 UTC",117.72975,"2021-07-08T13:11:42.203 UTC",117.72975,
"2021-07-08T13:11:43.214 UTC",0,"2021-07-08T13:11:43.214 UTC",117.82894,"2021-07-08T13:11:43.214 UTC",117.82894,
"2021-07-08T13:11:44.225 UTC",0,"2021-07-08T13:11:44.225 UTC",117.58166,"2021-07-08T13:11:44.225 UTC",117.58166,
"2021-07-08T13:11:45.236 UTC",0,"2021-07-08T13:11:45.236 UTC",117.50264,"2021-07-08T13:11:45.236 UTC",117.50264,
"2021-07-08T13:11:46.247 UTC",0,"2021-07-08T13:11:46.247 UTC",115.40735,"2021-07-08T13:11:46.247 UTC",115.40735,
"2021-07-08T13:11:47.259 UTC",0,"2021-07-08T13:11:47.259 UTC",115.52167,"2021-07-08T13:11:47.259 UTC",115.52167,
"2021-07-08T13:11:48.270 UTC",0,"2021-07-08T13:11:48.270 UTC",115.7621,"2021-07-08T13:11:48.270 UTC",115.7621,
"2021-07-08T13:11:49.286 UTC",0,"2021-07-08T13:11:49.286 UTC",117.64782,"2021-07-08T13:11:49.286 UTC",117.64782,
"2021-07-08T13:11:50.298 UTC",0,"2021-07-08T13:11:50.298 UTC",118.04243,"2021-07-08T13:11:50.298 UTC",118.04243,
"2021-07-08T13:11:51.309 UTC",0,"2021-07-08T13:11:51.309 UTC",117.59856,"2021-07-08T13:11:51.309 UTC",117.59856,
"2021-07-08T13:11:52.319 UTC",0,"2021-07-08T13:11:52.319 UTC",117.28607,"2021-07-08T13:11:52.319 UTC",117.28607,
"2021-07-08T13:11:53.331 UTC",0,"2021-07-08T13:11:53.331 UTC",117.53313,"2021-07-08T13:11:53.331 UTC",117.53313,
"2021-07-08T13:11:54.342 UTC",0,"2021-07-08T13:11:54.342 UTC",116.95392,"2021-07-08T13:11:54.342 UTC",116.95392,
"2021-07-08T13:11:55.354 UTC",0,"2021-07-08T13:11:55.354 UTC",117.50931,"2021-07-08T13:11:55.354 UTC",117.50931,
