"RX Pps vs Packet Size",
"60","142","256","512","1024","MTU","4000",
277.75056,208.01534,120.41091,61.85396,31.07865,21.27199,2.5927
132.02315,145.69499,97.99901,56.70676,28.68384,19.47205,0
,,87.23936,68.50823,45.1095,24.47463,19.84366,20.39515
,,133.08476,84.67408,47.2748,23.96391,22.74156,22.4661
