"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2022-02-17T10:30:38.666 UTC",0,"2022-02-17T10:30:38.666 UTC",0,"2022-02-17T10:30:38.666 UTC",0,
"2022-02-17T10:30:39.674 UTC",0,"2022-02-17T10:30:39.674 UTC",0,"2022-02-17T10:30:39.674 UTC",0,
"2022-02-17T10:30:40.679 UTC",0,"2022-02-17T10:30:40.679 UTC",0,"2022-02-17T10:30:40.679 UTC",0,
"2022-02-17T10:30:41.684 UTC",0,"2022-02-17T10:30:41.684 UTC",0,"2022-02-17T10:30:41.684 UTC",0,
"2022-02-17T10:30:42.690 UTC",0,"2022-02-17T10:30:42.690 UTC",0,"2022-02-17T10:30:42.690 UTC",0,
"2022-02-17T10:30:43.695 UTC",0,"2022-02-17T10:30:43.695 UTC",0,"2022-02-17T10:30:43.695 UTC",0,
"2022-02-17T10:30:44.700 UTC",0,"2022-02-17T10:30:44.700 UTC",0,"2022-02-17T10:30:44.700 UTC",0,
"2022-02-17T10:30:45.704 UTC",0,"2022-02-17T10:30:45.704 UTC",0,"2022-02-17T10:30:45.704 UTC",0,
"2022-02-17T10:30:46.709 UTC",0,"2022-02-17T10:30:46.709 UTC",0,"2022-02-17T10:30:46.709 UTC",0,
"2022-02-17T10:30:47.715 UTC",0,"2022-02-17T10:30:47.715 UTC",0,"2022-02-17T10:30:47.715 UTC",0,
"2022-02-17T10:30:48.719 UTC",0,"2022-02-17T10:30:48.719 UTC",0,"2022-02-17T10:30:48.719 UTC",0,
"2022-02-17T10:30:49.725 UTC",0,"2022-02-17T10:30:49.725 UTC",0,"2022-02-17T10:30:49.725 UTC",0,
"2022-02-17T10:30:50.730 UTC",0,"2022-02-17T10:30:50.730 UTC",0,"2022-02-17T10:30:50.730 UTC",0,
"2022-02-17T10:30:51.736 UTC",0,"2022-02-17T10:30:51.736 UTC",0,"2022-02-17T10:30:51.736 UTC",0,
"2022-02-17T10:30:52.742 UTC",0,"2022-02-17T10:30:52.742 UTC",0,"2022-02-17T10:30:52.742 UTC",0,
"2022-02-17T10:30:53.747 UTC",0,"2022-02-17T10:30:53.747 UTC",31.60743,"2022-02-17T10:30:53.747 UTC",31.60743,
"2022-02-17T10:30:54.753 UTC",0,"2022-02-17T10:30:54.753 UTC",35.96374,"2022-02-17T10:30:54.753 UTC",35.96374,
"2022-02-17T10:30:55.761 UTC",0,"2022-02-17T10:30:55.761 UTC",35.96374,"2022-02-17T10:30:55.761 UTC",35.96374,
"2022-02-17T10:30:56.768 UTC",0,"2022-02-17T10:30:56.768 UTC",36.24431,"2022-02-17T10:30:56.768 UTC",36.24431,
"2022-02-17T10:30:57.776 UTC",0,"2022-02-17T10:30:57.776 UTC",37.48267,"2022-02-17T10:30:57.776 UTC",37.48267,
"2022-02-17T10:30:58.782 UTC",0,"2022-02-17T10:30:58.782 UTC",38.45332,"2022-02-17T10:30:58.782 UTC",38.45332,
"2022-02-17T10:30:59.787 UTC",0,"2022-02-17T10:30:59.787 UTC",40.21721,"2022-02-17T10:30:59.787 UTC",40.21721,
"2022-02-17T10:31:00.795 UTC",0,"2022-02-17T10:31:00.795 UTC",40.29071,"2022-02-17T10:31:00.795 UTC",40.29071,
"2022-02-17T10:31:01.801 UTC",0,"2022-02-17T10:31:01.801 UTC",40.77781,"2022-02-17T10:31:01.801 UTC",40.77781,
