"Rx Errors",
Date,"cv_udp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.1-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.1-1.wlan000--1.0.0-B/Errors",
NA,NA,NA,NA,"2021-07-08T14:56:27.694 UTC",0,"2021-07-08T14:56:27.694 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:28.703 UTC",0,"2021-07-08T14:56:28.703 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:29.713 UTC",0,"2021-07-08T14:56:29.713 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:30.721 UTC",0,"2021-07-08T14:56:30.721 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:31.731 UTC",0,"2021-07-08T14:56:31.731 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:32.740 UTC",0,"2021-07-08T14:56:32.740 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:33.749 UTC",0,"2021-07-08T14:56:33.749 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:34.760 UTC",0,"2021-07-08T14:56:34.760 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:35.770 UTC",0,"2021-07-08T14:56:35.770 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:36.780 UTC",0,"2021-07-08T14:56:36.780 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:37.789 UTC",0,"2021-07-08T14:56:37.789 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:38.798 UTC",0,"2021-07-08T14:56:38.798 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:39.807 UTC",0,"2021-07-08T14:56:39.807 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:40.817 UTC",0,"2021-07-08T14:56:40.817 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:41.827 UTC",0,"2021-07-08T14:56:41.827 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:42.837 UTC",0,"2021-07-08T14:56:42.837 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:43.847 UTC",0,"2021-07-08T14:56:43.847 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:44.857 UTC",0,"2021-07-08T14:56:44.857 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:45.876 UTC",0,"2021-07-08T14:56:45.876 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:46.886 UTC",0,"2021-07-08T14:56:46.886 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:47.896 UTC",0,"2021-07-08T14:56:47.896 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:48.907 UTC",0,"2021-07-08T14:56:48.907 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:49.916 UTC",0,"2021-07-08T14:56:49.916 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:50.926 UTC",0,"2021-07-08T14:56:50.926 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:51.936 UTC",0,"2021-07-08T14:56:51.936 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:52.946 UTC",0,"2021-07-08T14:56:52.946 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:53.957 UTC",0,"2021-07-08T14:56:53.957 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:54.966 UTC",0,"2021-07-08T14:56:54.966 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:55.977 UTC",0,"2021-07-08T14:56:55.977 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:56.987 UTC",0,"2021-07-08T14:56:56.987 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:57.996 UTC",0,"2021-07-08T14:56:57.996 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:56:59.007 UTC",0,"2021-07-08T14:56:59.007 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:00.017 UTC",0,"2021-07-08T14:57:00.017 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:01.027 UTC",0,"2021-07-08T14:57:01.027 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:02.037 UTC",0,"2021-07-08T14:57:02.037 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:03.047 UTC",0,"2021-07-08T14:57:03.047 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:04.058 UTC",0,"2021-07-08T14:57:04.058 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:05.068 UTC",0,"2021-07-08T14:57:05.068 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:06.079 UTC",0,"2021-07-08T14:57:06.079 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:07.089 UTC",0,"2021-07-08T14:57:07.089 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:08.100 UTC",0,"2021-07-08T14:57:08.100 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:09.109 UTC",0,"2021-07-08T14:57:09.109 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:10.119 UTC",0,"2021-07-08T14:57:10.119 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:11.130 UTC",0,"2021-07-08T14:57:11.130 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:12.141 UTC",0,"2021-07-08T14:57:12.141 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:13.151 UTC",0,"2021-07-08T14:57:13.151 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:14.161 UTC",0,"2021-07-08T14:57:14.161 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:15.172 UTC",0,"2021-07-08T14:57:15.172 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:16.182 UTC",0,"2021-07-08T14:57:16.182 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:17.192 UTC",0,"2021-07-08T14:57:17.192 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:18.202 UTC",0,"2021-07-08T14:57:18.202 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:19.213 UTC",0,"2021-07-08T14:57:19.213 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:20.223 UTC",0,"2021-07-08T14:57:20.223 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:21.234 UTC",0,"2021-07-08T14:57:21.234 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:22.244 UTC",0,"2021-07-08T14:57:22.244 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:23.255 UTC",0,"2021-07-08T14:57:23.255 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:24.265 UTC",0,"2021-07-08T14:57:24.265 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:25.276 UTC",0,"2021-07-08T14:57:25.276 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:26.286 UTC",0,"2021-07-08T14:57:26.286 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:27.297 UTC",0,"2021-07-08T14:57:27.297 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:28.307 UTC",0,"2021-07-08T14:57:28.307 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:29.318 UTC",0,"2021-07-08T14:57:29.318 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:30.328 UTC",0,"2021-07-08T14:57:30.328 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:31.338 UTC",0,"2021-07-08T14:57:31.338 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:32.348 UTC",0,"2021-07-08T14:57:32.348 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:33.359 UTC",0,"2021-07-08T14:57:33.359 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:34.369 UTC",0,"2021-07-08T14:57:34.369 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:35.379 UTC",0,"2021-07-08T14:57:35.379 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:36.389 UTC",0,"2021-07-08T14:57:36.389 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:37.400 UTC",0,"2021-07-08T14:57:37.400 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:38.410 UTC",0,"2021-07-08T14:57:38.410 UTC",0,
NA,NA,NA,NA,"2021-07-08T14:57:39.497 UTC",0,"2021-07-08T14:57:39.497 UTC",0,
