"Station Connect Times",
Date,"sta01000/Connect Time (ms)",Date,"sta01001/Connect Time (ms)",Date,"sta01002/Connect Time (ms)",Date,"sta01003/Connect Time (ms)",Date,"sta01004/Connect Time (ms)",Date,"sta01005/Connect Time (ms)",Date,"sta01006/Connect Time (ms)",Date,"sta01007/Connect Time (ms)",
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
