"Combined Received Megabytes, for entire 2 m run",
"sta01000","sta01001","sta01002","sta01003","sta01004","sta01005","sta01006","sta01007",
59.91334,60.21805,59.98694,60.04877,60.11942,60.168,60.01491,59.93542
0,0,0,0,0,0,0,0
