"Station Connect Times",
Date,"sta01000/Connect Time (ms)",Date,"sta01001/Connect Time (ms)",Date,"sta01002/Connect Time (ms)",Date,"sta01003/Connect Time (ms)",Date,"sta01004/Connect Time (ms)",Date,"sta01005/Connect Time (ms)",Date,"sta01006/Connect Time (ms)",Date,"sta01007/Connect Time (ms)",
"2022-02-17T12:09:21.994 UTC",45.74,"2022-02-17T12:09:22.329 UTC",26.99,"2022-02-17T12:09:22.038 UTC",37.549,"2022-02-17T12:09:22.092 UTC",45.09,"2022-02-17T12:09:22.140 UTC",42.422,"2022-02-17T12:09:22.190 UTC",42.88,"2022-02-17T12:09:22.227 UTC",30.817,"2022-02-17T12:09:22.282 UTC",49.285,
