TimeStamp,pps_tx_rate_3s,bps_tx_rate_3s,pps_rx_rate_3s,bps_rx_rate_3s,udp_pps_tx_rate_3s,udp_bps_tx_rate_3s,udp_pps_rx_rate_3s,udp_bps_rx_rate_3s,voip_pps_tx_rate_3s,voip_bps_tx_rate_3s,voip_pps_rx_rate_3s,voip_bps_rx_rate_3s,tcp_bps_tx_rate_3s,tcp_bps_rx_rate_3s,endp_running,udp_running,tcp_running,l4_running,voip_running,voip_rtp_active,udp_drop_pps_3s,voip_drop_pps_3s,tcp_dropped_pkts,tx_pkts,rx_pkts,udp_tx_pkts,udp_rx_pkts,udp_dropped_pkts,voip_dropped_pkts,l4-url-ps-3s,l4-rxbps-3s,l4-txbps-3s,l4-errors,l3-tcp-conn-active,l3-tcp-cx-estab,l3-tcp6-conn-active,l3-tcp6-cx-estab,l3-udp-conn-active,l3-udp-cx-estab,l3-udp6-conn-active,l3-udp6-cx-estab
1645094971976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419770,1401909,1419770,1401909,19578,0,0,0,0,0,0,0,0,0,0,0,0,0
1645094974317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419770,1401909,1419770,1401909,19578,0,0,0,0,0,0,0,0,0,0,0,0,0
1645094977832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419770,1401909,1419770,1401909,19578,0,0,0,0,0,0,0,0,0,0,0,0,0
1645094980931,1339,15785187,1336,15764485,1339,15785187,1336,15764485,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,1419770,1401909,1419770,1401909,19578,0,0,0,0,0,0,0,0,0,4,4,0,0
1645094983896,2531,29867112,2645,31249226,2531,29867112,2645,31249226,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1424289,1406586,1424289,1406586,19578,0,0,0,0,0,0,0,0,0,8,4,0,0
1645094986940,2704,31845050,2700,31836440,2704,31845050,2700,31836440,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1432722,1414975,1432722,1414975,19578,0,0,0,0,0,0,0,0,0,8,4,0,0
1645094989850,2703,31835133,2700,31842489,2703,31835133,2700,31842489,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1441363,1423660,1441363,1423660,19578,0,0,0,0,0,0,0,0,0,8,4,0,0
1645094992972,2704,31858603,2702,31864773,2704,31858603,2702,31864773,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1449895,1432169,1449895,1432169,19578,0,0,0,0,0,0,0,0,0,8,4,0,0
1645094995946,2703,31845743,2698,31818536,2703,31845743,2698,31818536,0,0,0,0,0,0,16,16,0,0,0,0,3,0,0,1457347,1438896,1457347,1438896,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645094999002,2706,31875514,2701,31864868,2706,31875514,2701,31864868,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1465035,1447303,1465035,1447303,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095002025,2708,31906364,2705,31908897,2708,31906364,2705,31908897,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1473433,1455314,1473433,1455314,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095004964,2705,31872296,2703,31880368,2705,31872296,2703,31880368,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1481543,1463777,1481543,1463777,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095007962,2702,31829942,2699,31824987,2702,31829942,2699,31824987,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1490062,1472286,1490062,1472286,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095011005,2707,31896026,2706,31906118,2707,31896026,2706,31906118,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1498200,1480751,1498200,1480751,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095013951,2706,31889363,2706,31891680,2706,31889363,2706,31891680,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1505601,1487861,1505601,1487861,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095016897,2709,31913112,2705,31919069,2709,31913112,2705,31919069,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1513806,1495692,1513806,1495692,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095019954,2716,31994491,2711,31985734,2716,31994491,2711,31985734,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1521960,1504254,1521960,1504254,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095023041,2715,31989494,2711,31987198,2715,31989494,2711,31987198,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1530526,1512821,1530526,1512821,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095026049,2714,31970763,2712,31971728,2714,31970763,2712,31971728,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1538928,1520954,1538928,1520954,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095029003,2714,31974335,2711,31973064,2714,31974335,2711,31973064,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1547332,1529398,1547332,1529398,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095032034,2713,31972665,2709,31960644,2713,31972665,2709,31960644,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1554985,1537799,1554985,1537799,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095034971,2707,31897235,2707,31916210,2707,31897235,2707,31916210,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1562814,1545246,1562814,1545246,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095037931,2709,31925015,2709,31927043,2709,31925015,2709,31927043,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1570980,1553089,1570980,1553089,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095040877,2700,31818021,2696,31807437,2700,31818021,2696,31807437,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1579398,1561216,1579398,1561216,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095044014,2715,31985356,2712,31986265,2715,31985356,2712,31986265,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1587847,1569645,1587847,1569645,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095047012,2703,31844890,2700,31845078,2703,31844890,2700,31845078,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1596004,1577733,1596004,1577733,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095049979,2703,31843586,2698,31830717,2703,31843586,2698,31830717,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1604152,1585932,1604152,1585932,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095052997,2710,31926514,2705,31920787,2710,31926514,2705,31920787,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1611883,1594349,1611883,1594349,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095056042,2713,31955294,2709,31947231,2713,31955294,2709,31947231,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1619685,1602087,1619685,1602087,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095059052,2712,31952397,2711,31956621,2712,31952397,2711,31956621,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1628173,1610581,1628173,1610581,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095061955,2712,31958056,2708,31940794,2712,31958056,2708,31940794,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1635949,1618343,1635949,1618343,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095064963,2709,31925112,2705,31930008,2709,31925112,2705,31930008,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1644402,1626739,1644402,1626739,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095068048,2709,31920955,2706,31915960,2709,31920955,2706,31915960,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1652950,1634920,1652950,1634920,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095070843,2709,31918502,2707,31916765,2709,31918502,2707,31916765,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1660374,1642349,1660374,1642349,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095073994,2702,31831570,2700,31823495,2702,31831570,2700,31823495,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1668566,1650489,1668566,1650489,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095076791,2702,31832926,2697,31804212,2702,31832926,2697,31804212,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1676048,1658035,1676048,1658035,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095079933,2700,31814952,2712,31998663,2700,31814952,2712,31998663,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1684574,1666515,1684574,1666515,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095082958,2701,31827319,2698,31811010,2701,31827319,2698,31811010,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1693081,1675100,1693081,1675100,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
1645095086006,2701,31822876,2699,31835174,2701,31822876,2699,31835174,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1700896,1683699,1700896,1683699,19587,0,0,0,0,0,0,0,0,0,8,4,0,0
