Channel	Frequency	Security	NSS	Cfg-Mode	Bandwidth	Pkt	Traffic-Type	Direction	Atten	Rotation	Duration	Offered-1m	Rx-Bps	Rx-Bps-1m	Rx-Bps-LL	Rx-Bps-3s	RSSI	Tx-Failed	Tx-Failed%	Tx-Rate	Rx-Rate	Rpt-Mode	Rpt-Mode-Brief
36	5180	WPA2	1	802.11a	20	MTU	TCP	DUT-TX	NA	NA	60	26.239 Mbps	23.281 Mbps	23.283 Mbps	23.569 Mbps	24.371 Mbps	-40	0 / 136732	0	54 Mbps	54 Mbps	802.11a	802.11a
36	5180	WPA2	1	802.11a	20	MTU	TCP	DUT-RX	NA	NA	60	24.391 Mbps	23.643 Mbps	24.22 Mbps	25.044 Mbps	23.977 Mbps	-40	0 / 128518	0	54 Mbps	54 Mbps	802.11a	802.11a
