"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-09T16:13:08.912 UTC",0,"2021-07-09T16:13:08.912 UTC",0,"2021-07-09T16:13:08.912 UTC",0,
"2021-07-09T16:13:09.928 UTC",0,"2021-07-09T16:13:09.928 UTC",0,"2021-07-09T16:13:09.928 UTC",0,
"2021-07-09T16:13:10.937 UTC",0,"2021-07-09T16:13:10.937 UTC",0,"2021-07-09T16:13:10.937 UTC",0,
"2021-07-09T16:13:11.945 UTC",0,"2021-07-09T16:13:11.945 UTC",0,"2021-07-09T16:13:11.945 UTC",0,
"2021-07-09T16:13:12.955 UTC",0,"2021-07-09T16:13:12.955 UTC",0,"2021-07-09T16:13:12.955 UTC",0,
"2021-07-09T16:13:13.964 UTC",0,"2021-07-09T16:13:13.964 UTC",0,"2021-07-09T16:13:13.964 UTC",0,
"2021-07-09T16:13:14.973 UTC",0,"2021-07-09T16:13:14.973 UTC",0,"2021-07-09T16:13:14.973 UTC",0,
"2021-07-09T16:13:15.983 UTC",0,"2021-07-09T16:13:15.983 UTC",0,"2021-07-09T16:13:15.983 UTC",0,
"2021-07-09T16:13:16.992 UTC",0,"2021-07-09T16:13:16.992 UTC",0,"2021-07-09T16:13:16.992 UTC",0,
"2021-07-09T16:13:18.000 UTC",0,"2021-07-09T16:13:18.000 UTC",0,"2021-07-09T16:13:18.000 UTC",0,
"2021-07-09T16:13:19.009 UTC",0,"2021-07-09T16:13:19.009 UTC",0,"2021-07-09T16:13:19.009 UTC",0,
"2021-07-09T16:13:20.018 UTC",0,"2021-07-09T16:13:20.018 UTC",0,"2021-07-09T16:13:20.018 UTC",0,
"2021-07-09T16:13:21.028 UTC",0,"2021-07-09T16:13:21.028 UTC",0,"2021-07-09T16:13:21.028 UTC",0,
"2021-07-09T16:13:22.037 UTC",0,"2021-07-09T16:13:22.037 UTC",0,"2021-07-09T16:13:22.037 UTC",0,
"2021-07-09T16:13:23.046 UTC",0,"2021-07-09T16:13:23.046 UTC",0,"2021-07-09T16:13:23.046 UTC",0,
