"Station Connect Times",
Date,"sta01000/Connect Time (ms)",Date,"sta01001/Connect Time (ms)",Date,"sta01002/Connect Time (ms)",Date,"sta01003/Connect Time (ms)",Date,"sta01004/Connect Time (ms)",Date,"sta01005/Connect Time (ms)",Date,"sta01006/Connect Time (ms)",Date,"sta01007/Connect Time (ms)",
"2022-02-17T11:56:58.599 UTC",33.768,"2022-02-17T11:56:58.274 UTC",45.595,"2022-02-17T11:56:58.322 UTC",41.335,"2022-02-17T11:56:58.373 UTC",41.821,"2022-02-17T11:56:58.424 UTC",43.233,"2022-02-17T11:56:58.474 UTC",43.064,"2022-02-17T11:56:58.512 UTC",32.794,"2022-02-17T11:56:58.559 UTC",35.228,
