"Combined Received Megabytes, for entire 2 m run",
"sta01000","sta01001","sta01002","sta01003","sta01004","sta01005","sta01006","sta01007",
119.60442,119.41011,119.43072,119.9047,120.07104,118.88019,118.65792,118.88902
0,0,0,0,0,0,0,0
