"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-08T11:18:05.045 UTC",0,"2021-07-08T11:18:05.045 UTC",0,"2021-07-08T11:18:05.045 UTC",0,
"2021-07-08T11:18:06.060 UTC",0,"2021-07-08T11:18:06.060 UTC",0,"2021-07-08T11:18:06.060 UTC",0,
"2021-07-08T11:18:07.069 UTC",0,"2021-07-08T11:18:07.069 UTC",0,"2021-07-08T11:18:07.069 UTC",0,
"2021-07-08T11:18:08.078 UTC",0,"2021-07-08T11:18:08.078 UTC",0,"2021-07-08T11:18:08.078 UTC",0,
"2021-07-08T11:18:09.087 UTC",0,"2021-07-08T11:18:09.087 UTC",0,"2021-07-08T11:18:09.087 UTC",0,
"2021-07-08T11:18:10.097 UTC",0,"2021-07-08T11:18:10.097 UTC",0,"2021-07-08T11:18:10.097 UTC",0,
"2021-07-08T11:18:11.105 UTC",0,"2021-07-08T11:18:11.105 UTC",0,"2021-07-08T11:18:11.105 UTC",0,
"2021-07-08T11:18:12.114 UTC",0,"2021-07-08T11:18:12.114 UTC",0,"2021-07-08T11:18:12.114 UTC",0,
"2021-07-08T11:18:13.123 UTC",0,"2021-07-08T11:18:13.123 UTC",0,"2021-07-08T11:18:13.123 UTC",0,
"2021-07-08T11:18:14.132 UTC",0,"2021-07-08T11:18:14.132 UTC",0,"2021-07-08T11:18:14.132 UTC",0,
"2021-07-08T11:18:15.141 UTC",0,"2021-07-08T11:18:15.141 UTC",0,"2021-07-08T11:18:15.141 UTC",0,
"2021-07-08T11:18:16.150 UTC",0,"2021-07-08T11:18:16.150 UTC",0,"2021-07-08T11:18:16.150 UTC",0,
"2021-07-08T11:18:17.159 UTC",0,"2021-07-08T11:18:17.159 UTC",0,"2021-07-08T11:18:17.159 UTC",0,
"2021-07-08T11:18:18.169 UTC",0,"2021-07-08T11:18:18.169 UTC",0,"2021-07-08T11:18:18.169 UTC",0,
"2021-07-08T11:18:19.177 UTC",0,"2021-07-08T11:18:19.177 UTC",0,"2021-07-08T11:18:19.177 UTC",0,
