Date	test-rig	test-tag	dut-hw-version	dut-sw-version	dut-model-num	dut-serial-num	test-priority	test-id	short-description	pass/fail	numeric-score	test details	Units	Graph-Group	Subtest-Pass	Subtest-Fail
1645093869931			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-TX-60pkt-sz		39.86624	Throughput at specified settings.	Mbps	Throughput	0	0
1645093887484			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-RX-60pkt-sz		18.966341	Throughput at specified settings.	Mbps	Throughput	0	0
1645093904382			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-TX-142pkt-sz		165.605477	Throughput at specified settings.	Mbps	Throughput	0	0
1645093922841			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-RX-142pkt-sz		115.953811	Throughput at specified settings.	Mbps	Throughput	0	0
1645093940355			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-TX-142pkt-sz		52.841566	Throughput at specified settings.	Mbps	Throughput	0	0
1645093956794			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-RX-142pkt-sz		80.863959	Throughput at specified settings.	Mbps	Throughput	0	0
1645093974350			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-TX-256pkt-sz		205.105923	Throughput at specified settings.	Mbps	Throughput	0	0
1645093991845			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-RX-256pkt-sz		166.922497	Throughput at specified settings.	Mbps	Throughput	0	0
1645094009335			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-TX-256pkt-sz		103.557697	Throughput at specified settings.	Mbps	Throughput	0	0
1645094026743			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-RX-256pkt-sz		127.924677	Throughput at specified settings.	Mbps	Throughput	0	0
1645094043203			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-TX-512pkt-sz		230.838265	Throughput at specified settings.	Mbps	Throughput	0	0
1645094061661			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-RX-512pkt-sz		211.476332	Throughput at specified settings.	Mbps	Throughput	0	0
1645094079121			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-TX-512pkt-sz		159.637118	Throughput at specified settings.	Mbps	Throughput	0	0
1645094097556			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-RX-512pkt-sz		167.76975	Throughput at specified settings.	Mbps	Throughput	0	0
1645094114966			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-TX-1024pkt-sz		243.503205	Throughput at specified settings.	Mbps	Throughput	0	0
1645094133524			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-RX-1024pkt-sz		224.873342	Throughput at specified settings.	Mbps	Throughput	0	0
1645094151987			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-TX-1024pkt-sz		183.529141	Throughput at specified settings.	Mbps	Throughput	0	0
1645094168448			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-RX-1024pkt-sz		183.526996	Throughput at specified settings.	Mbps	Throughput	0	0
1645094185859			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-TX-MTU		249.389094	Throughput at specified settings.	Mbps	Throughput	0	0
1645094202356			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-RX-MTU		228.189699	Throughput at specified settings.	Mbps	Throughput	0	0
1645094219817			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-TX-MTU		192.160904	Throughput at specified settings.	Mbps	Throughput	0	0
1645094237369			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-RX-MTU		220.29768	Throughput at specified settings.	Mbps	Throughput	0	0
1645094253807			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-TX-4000pkt-sz		27.221143	Throughput at specified settings.	Mbps	Throughput	0	0
1645094271421			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	UDP-DUT-RX-4000pkt-sz		0.0	Throughput at specified settings.	Mbps	Throughput	0	0
1645094288854			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-TX-4000pkt-sz		195.857872	Throughput at specified settings.	Mbps	Throughput	0	0
1645094306391			cisco9130axe	17.7.1.11	cisco9130axe	FJC2428146G	95	Dataplane	TCP-DUT-RX-4000pkt-sz		218.291194	Throughput at specified settings.	Mbps	Throughput	0	0
