TimeStamp,pps_tx_rate_3s,bps_tx_rate_3s,pps_rx_rate_3s,bps_rx_rate_3s,udp_pps_tx_rate_3s,udp_bps_tx_rate_3s,udp_pps_rx_rate_3s,udp_bps_rx_rate_3s,voip_pps_tx_rate_3s,voip_bps_tx_rate_3s,voip_pps_rx_rate_3s,voip_bps_rx_rate_3s,tcp_bps_tx_rate_3s,tcp_bps_rx_rate_3s,endp_running,udp_running,tcp_running,l4_running,voip_running,voip_rtp_active,udp_drop_pps_3s,voip_drop_pps_3s,tcp_dropped_pkts,tx_pkts,rx_pkts,udp_tx_pkts,udp_rx_pkts,udp_dropped_pkts,voip_dropped_pkts,l4-url-ps-3s,l4-rxbps-3s,l4-txbps-3s,l4-errors,l3-tcp-conn-active,l3-tcp-cx-estab,l3-tcp6-conn-active,l3-tcp6-cx-estab,l3-udp-conn-active,l3-udp-cx-estab,l3-udp6-conn-active,l3-udp6-cx-estab
1645083103770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645083106226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645083108919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645083111029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645083115762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645083118456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645083121526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645083124716,5439,64076104,5140,60596464,5439,64076104,5140,60596464,0,0,0,0,0,0,16,16,0,0,0,0,195,0,0,5893,5574,5893,5574,213,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083127767,5410,63720798,5268,62098069,5410,63720798,5268,62098069,0,0,0,0,0,0,16,16,0,0,0,0,125,0,0,16446,16798,16446,16798,385,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083130566,5407,63698363,5436,64057293,5407,63698363,5436,64057293,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,34110,33727,34110,33727,408,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083133049,5410,63726312,5382,63416141,5410,63726312,5382,63416141,0,0,0,0,0,0,16,16,0,0,0,0,23,0,0,50896,50405,50896,50405,478,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083136641,5410,63736082,5407,63731307,5410,63736082,5407,63731307,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,67723,67241,67723,67241,478,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083139446,5413,63752325,5411,63753205,5413,63752325,5411,63753205,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,85193,84641,85193,84641,478,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083142638,5419,63836557,5416,63820648,5419,63836557,5416,63820648,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,102671,102048,102671,102048,479,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083145734,5417,63803310,5404,63681086,5417,63803310,5404,63681086,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,119395,118809,119395,118809,482,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083148836,5407,63691997,5436,64044309,5407,63691997,5436,64044309,0,0,0,0,0,0,16,16,0,0,0,0,7,0,0,136121,135552,136121,135552,504,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083151798,5409,63716196,5405,63701560,5409,63716196,5405,63701560,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,148277,147694,148277,147694,504,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083154794,5421,63848055,5414,63806210,5421,63848055,5414,63806210,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,165371,164738,165371,164738,507,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083157831,5421,63863267,5414,63813911,5421,63863267,5414,63813911,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,182580,181922,182580,181922,510,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083160814,5430,63955980,5429,63966864,5430,63955980,5429,63966864,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,198755,198858,198755,198858,510,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083163857,5431,63971342,5425,63946545,5431,63971342,5425,63946545,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,216212,215493,216212,215493,510,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083166764,5424,63900301,5422,63898300,5424,63900301,5422,63898300,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,233115,232309,233115,232309,510,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083169744,5422,63882197,5414,63822247,5422,63882197,5414,63822247,0,0,0,0,0,0,16,16,0,0,0,0,2,0,0,246552,246433,246552,246433,516,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083172784,5420,63856213,5416,63837424,5420,63856213,5416,63837424,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,262793,261883,262793,261883,519,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083175767,5419,63827648,5409,63756893,5419,63827648,5409,63756893,0,0,0,0,0,0,16,16,0,0,0,0,7,0,0,279066,278829,279066,278829,542,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083178783,5424,63883886,5418,63839085,5424,63883886,5418,63839085,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,295991,295155,295991,295155,543,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083181609,5409,63715199,5364,63222543,5409,63715199,5364,63222543,0,0,0,0,0,0,16,16,0,0,0,0,5,0,0,312376,312013,312376,312013,558,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083184834,5423,63878448,5443,64143431,5423,63878448,5443,64143431,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,329377,328386,329377,328386,559,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083187811,5410,63720139,5426,63957394,5410,63720139,5426,63957394,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,346543,345655,346543,345655,561,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083190484,5405,63666677,5401,63659748,5405,63666677,5401,63659748,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,359799,359571,359799,359571,561,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083193749,5420,63842038,5400,63644468,5420,63842038,5400,63644468,0,0,0,0,0,0,16,16,0,0,0,0,2,0,0,376684,376351,376684,376351,569,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083196810,5420,63838467,5400,63632097,5420,63838467,5400,63632097,0,0,0,0,0,0,16,16,0,0,0,0,17,0,0,393937,393526,393937,393526,624,0,0,0,0,0,0,0,0,0,8,0,0,0
1645083199777,5425,63901769,5420,63885038,5425,63901769,5420,63885038,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,409932,410426,409932,410426,624,0,0,0,0,0,0,0,0,0,8,0,0,0
