"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2022-02-16T11:00:58.642 UTC",0,"2022-02-16T11:00:58.642 UTC",0,"2022-02-16T11:00:58.642 UTC",0,
"2022-02-16T11:00:59.651 UTC",0,"2022-02-16T11:00:59.651 UTC",0,"2022-02-16T11:00:59.651 UTC",0,
"2022-02-16T11:01:00.655 UTC",0,"2022-02-16T11:01:00.655 UTC",0,"2022-02-16T11:01:00.655 UTC",0,
"2022-02-16T11:01:01.660 UTC",0,"2022-02-16T11:01:01.660 UTC",0,"2022-02-16T11:01:01.660 UTC",0,
"2022-02-16T11:01:02.665 UTC",0,"2022-02-16T11:01:02.665 UTC",0,"2022-02-16T11:01:02.665 UTC",0,
"2022-02-16T11:01:03.671 UTC",0,"2022-02-16T11:01:03.671 UTC",0,"2022-02-16T11:01:03.671 UTC",0,
"2022-02-16T11:01:04.676 UTC",0,"2022-02-16T11:01:04.676 UTC",0,"2022-02-16T11:01:04.676 UTC",0,
"2022-02-16T11:01:05.682 UTC",0,"2022-02-16T11:01:05.682 UTC",0,"2022-02-16T11:01:05.682 UTC",0,
"2022-02-16T11:01:06.689 UTC",0,"2022-02-16T11:01:06.689 UTC",0,"2022-02-16T11:01:06.689 UTC",0,
"2022-02-16T11:01:07.696 UTC",0,"2022-02-16T11:01:07.696 UTC",0,"2022-02-16T11:01:07.696 UTC",0,
"2022-02-16T11:01:08.701 UTC",0,"2022-02-16T11:01:08.701 UTC",0,"2022-02-16T11:01:08.701 UTC",0,
"2022-02-16T11:01:09.707 UTC",0,"2022-02-16T11:01:09.707 UTC",0,"2022-02-16T11:01:09.707 UTC",0,
"2022-02-16T11:01:10.712 UTC",0,"2022-02-16T11:01:10.712 UTC",0,"2022-02-16T11:01:10.712 UTC",0,
"2022-02-16T11:01:11.718 UTC",0,"2022-02-16T11:01:11.718 UTC",0,"2022-02-16T11:01:11.718 UTC",0,
"2022-02-16T11:01:12.733 UTC",0,"2022-02-16T11:01:12.733 UTC",37.01574,"2022-02-16T11:01:12.733 UTC",37.01574,
"2022-02-16T11:01:13.742 UTC",0,"2022-02-16T11:01:13.742 UTC",37.01574,"2022-02-16T11:01:13.742 UTC",37.01574,
"2022-02-16T11:01:14.749 UTC",0,"2022-02-16T11:01:14.749 UTC",40.78569,"2022-02-16T11:01:14.749 UTC",40.78569,
"2022-02-16T11:01:15.755 UTC",0,"2022-02-16T11:01:15.755 UTC",40.66867,"2022-02-16T11:01:15.755 UTC",40.66867,
"2022-02-16T11:01:16.762 UTC",0,"2022-02-16T11:01:16.762 UTC",41.14617,"2022-02-16T11:01:16.762 UTC",41.14617,
"2022-02-16T11:01:17.769 UTC",0,"2022-02-16T11:01:17.769 UTC",41.29463,"2022-02-16T11:01:17.769 UTC",41.29463,
"2022-02-16T11:01:18.776 UTC",0,"2022-02-16T11:01:18.776 UTC",41.45046,"2022-02-16T11:01:18.776 UTC",41.45046,
"2022-02-16T11:01:19.782 UTC",0,"2022-02-16T11:01:19.782 UTC",41.81279,"2022-02-16T11:01:19.782 UTC",41.81279,
"2022-02-16T11:01:20.790 UTC",0,"2022-02-16T11:01:20.790 UTC",41.774,"2022-02-16T11:01:20.790 UTC",41.774,
"2022-02-16T11:01:21.796 UTC",0,"2022-02-16T11:01:21.796 UTC",41.40048,"2022-02-16T11:01:21.796 UTC",41.40048,
"2022-02-16T11:01:22.803 UTC",0,"2022-02-16T11:01:22.803 UTC",41.0764,"2022-02-16T11:01:22.803 UTC",41.0764,
"2022-02-16T11:01:23.812 UTC",0,"2022-02-16T11:01:23.812 UTC",41.16163,"2022-02-16T11:01:23.812 UTC",41.16163,
"2022-02-16T11:01:24.818 UTC",0,"2022-02-16T11:01:24.818 UTC",41.39185,"2022-02-16T11:01:24.818 UTC",41.39185,
"2022-02-16T11:01:25.832 UTC",0,"2022-02-16T11:01:25.832 UTC",41.60909,"2022-02-16T11:01:25.832 UTC",41.60909,
"2022-02-16T11:01:26.841 UTC",0,"2022-02-16T11:01:26.841 UTC",41.52909,"2022-02-16T11:01:26.841 UTC",41.52909,
"2022-02-16T11:01:27.846 UTC",0,"2022-02-16T11:01:27.846 UTC",41.45233,"2022-02-16T11:01:27.846 UTC",41.45233,
"2022-02-16T11:01:28.853 UTC",0,"2022-02-16T11:01:28.853 UTC",0,"2022-02-16T11:01:28.853 UTC",0,
"2022-02-16T11:01:29.859 UTC",0,"2022-02-16T11:01:29.859 UTC",0,"2022-02-16T11:01:29.859 UTC",0,
"2022-02-16T11:01:30.865 UTC",10.52457,"2022-02-16T11:01:30.865 UTC",0,"2022-02-16T11:01:30.865 UTC",10.52457,
"2022-02-16T11:01:31.871 UTC",14.17716,"2022-02-16T11:01:31.871 UTC",0,"2022-02-16T11:01:31.871 UTC",14.17716,
"2022-02-16T11:01:32.877 UTC",15.37689,"2022-02-16T11:01:32.877 UTC",0,"2022-02-16T11:01:32.877 UTC",15.37689,
"2022-02-16T11:01:33.884 UTC",17.11401,"2022-02-16T11:01:33.884 UTC",0,"2022-02-16T11:01:33.884 UTC",17.11401,
"2022-02-16T11:01:34.891 UTC",17.11742,"2022-02-16T11:01:34.891 UTC",0,"2022-02-16T11:01:34.891 UTC",17.11742,
"2022-02-16T11:01:35.898 UTC",17.10518,"2022-02-16T11:01:35.898 UTC",0,"2022-02-16T11:01:35.898 UTC",17.10518,
"2022-02-16T11:01:36.903 UTC",17.09878,"2022-02-16T11:01:36.903 UTC",0,"2022-02-16T11:01:36.903 UTC",17.09878,
"2022-02-16T11:01:37.910 UTC",17.10046,"2022-02-16T11:01:37.910 UTC",0,"2022-02-16T11:01:37.910 UTC",17.10046,
"2022-02-16T11:01:38.915 UTC",17.09485,"2022-02-16T11:01:38.915 UTC",0,"2022-02-16T11:01:38.915 UTC",17.09485,
"2022-02-16T11:01:39.924 UTC",17.07772,"2022-02-16T11:01:39.924 UTC",0,"2022-02-16T11:01:39.924 UTC",17.07772,
"2022-02-16T11:01:40.931 UTC",17.07096,"2022-02-16T11:01:40.931 UTC",0,"2022-02-16T11:01:40.931 UTC",17.07096,
"2022-02-16T11:01:41.937 UTC",17.07371,"2022-02-16T11:01:41.937 UTC",0,"2022-02-16T11:01:41.937 UTC",17.07371,
"2022-02-16T11:01:42.945 UTC",17.06518,"2022-02-16T11:01:42.945 UTC",0,"2022-02-16T11:01:42.945 UTC",17.06518,
"2022-02-16T11:01:43.950 UTC",17.07031,"2022-02-16T11:01:43.950 UTC",0,"2022-02-16T11:01:43.950 UTC",17.07031,
"2022-02-16T11:01:44.957 UTC",0,"2022-02-16T11:01:44.957 UTC",0,"2022-02-16T11:01:44.957 UTC",0,
"2022-02-16T11:01:45.965 UTC",0,"2022-02-16T11:01:45.965 UTC",114.64712,"2022-02-16T11:01:45.965 UTC",114.64712,
"2022-02-16T11:01:46.972 UTC",0,"2022-02-16T11:01:46.972 UTC",114.64712,"2022-02-16T11:01:46.972 UTC",114.64712,
"2022-02-16T11:01:47.995 UTC",0,"2022-02-16T11:01:47.995 UTC",235.17652,"2022-02-16T11:01:47.995 UTC",235.17652,
"2022-02-16T11:01:49.017 UTC",0,"2022-02-16T11:01:49.017 UTC",233.36644,"2022-02-16T11:01:49.017 UTC",233.36644,
"2022-02-16T11:01:50.026 UTC",0,"2022-02-16T11:01:50.026 UTC",231.54549,"2022-02-16T11:01:50.026 UTC",231.54549,
"2022-02-16T11:01:51.037 UTC",0,"2022-02-16T11:01:51.037 UTC",230.76865,"2022-02-16T11:01:51.037 UTC",230.76865,
"2022-02-16T11:01:52.046 UTC",0,"2022-02-16T11:01:52.046 UTC",230.71418,"2022-02-16T11:01:52.046 UTC",230.71418,
"2022-02-16T11:01:53.056 UTC",0,"2022-02-16T11:01:53.056 UTC",230.20463,"2022-02-16T11:01:53.056 UTC",230.20463,
"2022-02-16T11:01:54.068 UTC",0,"2022-02-16T11:01:54.068 UTC",227.72501,"2022-02-16T11:01:54.068 UTC",227.72501,
"2022-02-16T11:01:55.075 UTC",0,"2022-02-16T11:01:55.075 UTC",227.78242,"2022-02-16T11:01:55.075 UTC",227.78242,
"2022-02-16T11:01:56.084 UTC",0,"2022-02-16T11:01:56.084 UTC",229.28403,"2022-02-16T11:01:56.084 UTC",229.28403,
"2022-02-16T11:01:57.092 UTC",0,"2022-02-16T11:01:57.092 UTC",231.47649,"2022-02-16T11:01:57.092 UTC",231.47649,
"2022-02-16T11:01:58.101 UTC",0,"2022-02-16T11:01:58.101 UTC",231.14217,"2022-02-16T11:01:58.101 UTC",231.14217,
"2022-02-16T11:01:59.110 UTC",0,"2022-02-16T11:01:59.110 UTC",231.16062,"2022-02-16T11:01:59.110 UTC",231.16062,
"2022-02-16T11:02:00.117 UTC",0,"2022-02-16T11:02:00.117 UTC",228.92732,"2022-02-16T11:02:00.117 UTC",228.92732,
"2022-02-16T11:02:01.123 UTC",0,"2022-02-16T11:02:01.123 UTC",219.15116,"2022-02-16T11:02:01.123 UTC",219.15116,
"2022-02-16T11:02:02.129 UTC",0,"2022-02-16T11:02:02.129 UTC",209.44253,"2022-02-16T11:02:02.129 UTC",209.44253,
"2022-02-16T11:02:03.137 UTC",0,"2022-02-16T11:02:03.137 UTC",0,"2022-02-16T11:02:03.137 UTC",0,
"2022-02-16T11:02:04.145 UTC",90.59365,"2022-02-16T11:02:04.145 UTC",0,"2022-02-16T11:02:04.145 UTC",90.59365,
"2022-02-16T11:02:05.152 UTC",98.22845,"2022-02-16T11:02:05.152 UTC",0,"2022-02-16T11:02:05.152 UTC",98.22845,
"2022-02-16T11:02:06.158 UTC",99.28072,"2022-02-16T11:02:06.158 UTC",0,"2022-02-16T11:02:06.158 UTC",99.28072,
"2022-02-16T11:02:07.164 UTC",98.33753,"2022-02-16T11:02:07.164 UTC",0,"2022-02-16T11:02:07.164 UTC",98.33753,
"2022-02-16T11:02:08.174 UTC",98.41499,"2022-02-16T11:02:08.174 UTC",0,"2022-02-16T11:02:08.174 UTC",98.41499,
"2022-02-16T11:02:09.182 UTC",98.45224,"2022-02-16T11:02:09.182 UTC",0,"2022-02-16T11:02:09.182 UTC",98.45224,
"2022-02-16T11:02:10.190 UTC",98.39356,"2022-02-16T11:02:10.190 UTC",0,"2022-02-16T11:02:10.190 UTC",98.39356,
"2022-02-16T11:02:11.196 UTC",98.4067,"2022-02-16T11:02:11.196 UTC",0,"2022-02-16T11:02:11.196 UTC",98.4067,
"2022-02-16T11:02:12.304 UTC",98.41287,"2022-02-16T11:02:12.304 UTC",0,"2022-02-16T11:02:12.304 UTC",98.41287,
"2022-02-16T11:02:13.313 UTC",98.49091,"2022-02-16T11:02:13.313 UTC",0,"2022-02-16T11:02:13.313 UTC",98.49091,
"2022-02-16T11:02:14.320 UTC",98.42946,"2022-02-16T11:02:14.320 UTC",0,"2022-02-16T11:02:14.320 UTC",98.42946,
"2022-02-16T11:02:15.326 UTC",98.42267,"2022-02-16T11:02:15.326 UTC",0,"2022-02-16T11:02:15.326 UTC",98.42267,
