"RX Pps vs Packet Size",
"60","142","256","512","1024","MTU","4000",
288.61321,285.75632,284.16685,263.51757,138.06039,92.07899,0.04544
119.30921,122.99072,125.21271,132.24433,139.89943,110.83592,20.47586
,,112.22567,112.25361,103.6475,63.01897,52.93919,52.71859
,,120.4321,123.24694,130.47337,130.97447,127.09937,127.7967
