TimeStamp,pps_tx_rate_3s,bps_tx_rate_3s,pps_rx_rate_3s,bps_rx_rate_3s,udp_pps_tx_rate_3s,udp_bps_tx_rate_3s,udp_pps_rx_rate_3s,udp_bps_rx_rate_3s,voip_pps_tx_rate_3s,voip_bps_tx_rate_3s,voip_pps_rx_rate_3s,voip_bps_rx_rate_3s,tcp_bps_tx_rate_3s,tcp_bps_rx_rate_3s,endp_running,udp_running,tcp_running,l4_running,voip_running,voip_rtp_active,udp_drop_pps_3s,voip_drop_pps_3s,tcp_dropped_pkts,tx_pkts,rx_pkts,udp_tx_pkts,udp_rx_pkts,udp_dropped_pkts,voip_dropped_pkts,l4-url-ps-3s,l4-rxbps-3s,l4-txbps-3s,l4-errors,l3-tcp-conn-active,l3-tcp-cx-estab,l3-tcp6-conn-active,l3-tcp6-cx-estab,l3-udp-conn-active,l3-udp-cx-estab,l3-udp6-conn-active,l3-udp6-cx-estab
1645099044581,5419,63831594,5391,63525636,5419,63831594,5391,63525636,0,0,0,0,0,0,16,16,0,0,0,0,17,0,0,1889211,1866482,1889211,1866482,20951,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099047603,5422,63862018,5384,63440726,5422,63862018,5384,63440726,0,0,0,0,0,0,16,16,0,0,0,0,38,0,0,1905083,1882878,1905083,1882878,21069,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099050692,5414,63771368,5346,62997396,5414,63771368,5346,62997396,0,0,0,0,0,0,16,16,0,0,0,0,71,0,0,1921344,1899592,1921344,1899592,21295,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099053700,5408,63702575,5415,63831441,5408,63702575,5415,63831441,0,0,0,0,0,0,16,16,0,0,0,0,9,0,0,1938392,1916707,1938392,1916707,21329,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099056723,5418,63829185,5411,63762744,5418,63829185,5411,63762744,0,0,0,0,0,0,16,16,0,0,0,0,6,0,0,1954108,1932200,1954108,1932200,21347,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099059637,5411,63737943,5404,63694759,5411,63737943,5404,63694759,0,0,0,0,0,0,16,16,0,0,0,0,2,0,0,1969495,1948425,1969495,1948425,21355,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099062661,5423,63879787,5420,63868881,5423,63879787,5420,63868881,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,1986395,1964536,1986395,1964536,21355,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099065655,5424,63900519,5401,63665172,5424,63900519,5401,63665172,0,0,0,0,0,0,16,16,0,0,0,0,19,0,0,2002489,1981362,2002489,1981362,21414,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099068688,5425,63901708,5425,63932004,5425,63901708,5425,63932004,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,2019488,1997624,2019488,1997624,21418,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099071671,5416,63801499,5392,63539520,5416,63801499,5392,63539520,0,0,0,0,0,0,16,16,0,0,0,0,22,0,0,2036457,2013746,2036457,2013746,21485,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099074712,5421,63850235,5417,63832293,5421,63850235,5417,63832293,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2052014,2030122,2052014,2030122,21486,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099077649,5415,63792248,5414,63816257,5415,63792248,5414,63816257,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2066951,2044305,2066951,2044305,21486,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099080671,5424,63885791,5420,63864648,5424,63885791,5420,63864648,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2083298,2061337,2083298,2061337,21486,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099083726,5419,63832045,5420,63859207,5419,63832045,5420,63859207,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2100122,2078260,2100122,2078260,21486,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099086691,5408,63694447,5405,63689005,5408,63694447,5405,63689005,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,2116481,2095383,2116481,2095383,21489,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099089683,5419,63835528,5354,63104850,5419,63835528,5354,63104850,0,0,0,0,0,0,16,16,0,0,0,0,10,0,0,2133038,2110449,2133038,2110449,21523,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099092708,5404,63656708,5401,63639126,5404,63656708,5401,63639126,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2149705,2127010,2149705,2127010,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099095646,5413,63760399,5408,63732650,5413,63760399,5408,63732650,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2164585,2143459,2164585,2143459,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099098647,5418,63823658,5416,63829209,5418,63823658,5416,63829209,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2181094,2160365,2181094,2160365,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099101734,5419,63839907,5420,63872783,5419,63839907,5420,63872783,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2198084,2175665,2198084,2175665,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099104666,5415,63786580,5370,63290804,5415,63786580,5370,63290804,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2214242,2191208,2214242,2191208,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099107662,5418,63820987,5415,63820242,5418,63820987,5415,63820242,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2230454,2208277,2230454,2208277,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099110672,5413,63756883,5410,63756780,5413,63756883,5410,63756780,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2246667,2224540,2246667,2224540,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099113670,5413,63761702,5394,63585147,5413,63761702,5394,63585147,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2262290,2240781,2262290,2240781,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099116699,5411,63743233,5416,63829356,5411,63743233,5416,63829356,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2278775,2257082,2278775,2257082,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099119664,5405,63679560,5403,63676592,5405,63679560,5403,63676592,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2294947,2274024,2294947,2274024,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099122684,5406,63683886,5402,63673286,5406,63683886,5402,63673286,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2311771,2290089,2311771,2290089,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099125667,5403,63652108,5401,63639867,5403,63652108,5401,63639867,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2328109,2306182,2328109,2306182,21581,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099128517,5404,63661781,5398,63611443,5404,63661781,5398,63611443,0,0,0,0,0,0,16,16,0,0,0,0,4,0,0,2343448,2320279,2343448,2320279,21593,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099131736,5404,63655884,5402,63654798,5404,63655884,5402,63654798,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2359356,2336728,2359356,2336728,21593,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099134597,5401,63621750,5393,63548587,5401,63621750,5393,63548587,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2375474,2353645,2375474,2353645,21593,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099137713,5404,63660259,5402,63638977,5404,63660259,5402,63638977,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2391769,2370618,2391769,2370618,21593,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099140592,5418,63820900,5419,63843783,5418,63820900,5419,63843783,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2407735,2387141,2407735,2387141,21594,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099143561,5420,63847354,5419,63843056,5420,63847354,5419,63843056,0,0,0,0,0,0,16,16,0,0,0,0,3,0,0,2424719,2402688,2424719,2402688,21603,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099146669,5411,63740863,5408,63717560,5411,63740863,5408,63717560,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2441827,2419075,2441827,2419075,21603,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099149663,5411,63740354,5258,61961223,5411,63740354,5258,61961223,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2458728,2436921,2458728,2436921,21604,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099152703,5416,63796730,4981,58715440,5416,63796730,4981,58715440,0,0,0,0,0,0,16,16,0,0,0,0,99,0,0,2474298,2449524,2474298,2449524,21899,0,0,0,0,0,0,0,0,0,8,10,0,0
1645099155692,5418,63820575,4807,56654542,5418,63820575,4807,56654542,0,0,0,0,0,0,16,16,0,0,0,0,950,0,0,2488110,2463097,2488110,2463097,24513,0,0,0,0,0,0,0,0,0,8,10,0,0
