"Endpoint RX Packet Loss Percentage",
Date,"cv_udp-1.1-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_udp-1.1-1.wlan000--1.0.0-B/Packet Loss Percent",Date,"cv_tcp-1.1-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_tcp-1.1-1.wlan000--1.0.0-B/Packet Loss Percent",
NA,NA,NA,NA,"2021-07-08T13:45:19.109 UTC",0,"2021-07-08T13:45:19.109 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:20.119 UTC",0,"2021-07-08T13:45:20.119 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:21.128 UTC",0,"2021-07-08T13:45:21.128 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:22.139 UTC",0,"2021-07-08T13:45:22.139 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:23.150 UTC",0,"2021-07-08T13:45:23.150 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:24.161 UTC",0,"2021-07-08T13:45:24.161 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:25.170 UTC",0,"2021-07-08T13:45:25.170 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:26.179 UTC",0,"2021-07-08T13:45:26.179 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:27.188 UTC",0,"2021-07-08T13:45:27.188 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:28.197 UTC",0,"2021-07-08T13:45:28.197 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:29.206 UTC",0,"2021-07-08T13:45:29.206 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:30.216 UTC",0,"2021-07-08T13:45:30.216 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:31.226 UTC",0,"2021-07-08T13:45:31.226 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:32.236 UTC",0,"2021-07-08T13:45:32.236 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:33.245 UTC",0,"2021-07-08T13:45:33.245 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:34.255 UTC",0,"2021-07-08T13:45:34.255 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:35.266 UTC",0,"2021-07-08T13:45:35.266 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:36.276 UTC",0,"2021-07-08T13:45:36.276 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:37.286 UTC",0,"2021-07-08T13:45:37.286 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:38.296 UTC",0,"2021-07-08T13:45:38.296 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:39.305 UTC",0,"2021-07-08T13:45:39.305 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:40.315 UTC",0,"2021-07-08T13:45:40.315 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:41.325 UTC",0,"2021-07-08T13:45:41.325 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:42.333 UTC",0,"2021-07-08T13:45:42.333 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:43.344 UTC",0,"2021-07-08T13:45:43.344 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:44.353 UTC",0,"2021-07-08T13:45:44.353 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:45.363 UTC",0,"2021-07-08T13:45:45.363 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:46.372 UTC",0,"2021-07-08T13:45:46.372 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:47.381 UTC",0,"2021-07-08T13:45:47.381 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:48.392 UTC",0,"2021-07-08T13:45:48.392 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:49.402 UTC",0,"2021-07-08T13:45:49.402 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:50.412 UTC",0,"2021-07-08T13:45:50.412 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:51.422 UTC",0,"2021-07-08T13:45:51.422 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:52.432 UTC",0,"2021-07-08T13:45:52.432 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:53.442 UTC",0,"2021-07-08T13:45:53.442 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:54.452 UTC",0,"2021-07-08T13:45:54.452 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:55.461 UTC",0,"2021-07-08T13:45:55.461 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:56.472 UTC",0,"2021-07-08T13:45:56.472 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:57.482 UTC",0,"2021-07-08T13:45:57.482 UTC",0,
NA,NA,NA,NA,"2021-07-08T13:45:58.492 UTC",0,"2021-07-08T13:45:58.492 UTC",0,
