"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-07-08T13:45:09.015 UTC",0,"2021-07-08T13:45:09.015 UTC",0,"2021-07-08T13:45:09.015 UTC",0,
"2021-07-08T13:45:10.029 UTC",0,"2021-07-08T13:45:10.029 UTC",0,"2021-07-08T13:45:10.029 UTC",0,
"2021-07-08T13:45:11.037 UTC",0,"2021-07-08T13:45:11.037 UTC",0,"2021-07-08T13:45:11.037 UTC",0,
"2021-07-08T13:45:12.046 UTC",0,"2021-07-08T13:45:12.046 UTC",0,"2021-07-08T13:45:12.046 UTC",0,
"2021-07-08T13:45:13.055 UTC",0,"2021-07-08T13:45:13.055 UTC",0,"2021-07-08T13:45:13.055 UTC",0,
"2021-07-08T13:45:14.064 UTC",0,"2021-07-08T13:45:14.064 UTC",0,"2021-07-08T13:45:14.064 UTC",0,
"2021-07-08T13:45:15.073 UTC",0,"2021-07-08T13:45:15.073 UTC",0,"2021-07-08T13:45:15.073 UTC",0,
"2021-07-08T13:45:16.082 UTC",0,"2021-07-08T13:45:16.082 UTC",0,"2021-07-08T13:45:16.082 UTC",0,
"2021-07-08T13:45:17.091 UTC",0,"2021-07-08T13:45:17.091 UTC",0,"2021-07-08T13:45:17.091 UTC",0,
"2021-07-08T13:45:18.099 UTC",0,"2021-07-08T13:45:18.099 UTC",0,"2021-07-08T13:45:18.099 UTC",0,
"2021-07-08T13:45:19.109 UTC",0,"2021-07-08T13:45:19.109 UTC",0,"2021-07-08T13:45:19.109 UTC",0,
"2021-07-08T13:45:20.119 UTC",0,"2021-07-08T13:45:20.119 UTC",0.24457,"2021-07-08T13:45:20.119 UTC",0.24457,
"2021-07-08T13:45:21.129 UTC",0,"2021-07-08T13:45:21.129 UTC",1.43301,"2021-07-08T13:45:21.129 UTC",1.43301,
"2021-07-08T13:45:22.140 UTC",0,"2021-07-08T13:45:22.140 UTC",7.02945,"2021-07-08T13:45:22.140 UTC",7.02945,
"2021-07-08T13:45:23.151 UTC",0,"2021-07-08T13:45:23.151 UTC",10.69442,"2021-07-08T13:45:23.151 UTC",10.69442,
"2021-07-08T13:45:24.161 UTC",0,"2021-07-08T13:45:24.161 UTC",16.45676,"2021-07-08T13:45:24.161 UTC",16.45676,
"2021-07-08T13:45:25.170 UTC",0,"2021-07-08T13:45:25.170 UTC",18.47283,"2021-07-08T13:45:25.170 UTC",18.47283,
"2021-07-08T13:45:26.180 UTC",0,"2021-07-08T13:45:26.180 UTC",19.51559,"2021-07-08T13:45:26.180 UTC",19.51559,
"2021-07-08T13:45:27.189 UTC",0,"2021-07-08T13:45:27.189 UTC",20.33817,"2021-07-08T13:45:27.189 UTC",20.33817,
"2021-07-08T13:45:28.198 UTC",0,"2021-07-08T13:45:28.198 UTC",20.52699,"2021-07-08T13:45:28.198 UTC",20.52699,
"2021-07-08T13:45:29.207 UTC",0,"2021-07-08T13:45:29.207 UTC",20.47377,"2021-07-08T13:45:29.207 UTC",20.47377,
"2021-07-08T13:45:30.216 UTC",0,"2021-07-08T13:45:30.216 UTC",20.44235,"2021-07-08T13:45:30.216 UTC",20.44235,
"2021-07-08T13:45:31.226 UTC",0,"2021-07-08T13:45:31.226 UTC",20.41083,"2021-07-08T13:45:31.226 UTC",20.41083,
"2021-07-08T13:45:32.236 UTC",0,"2021-07-08T13:45:32.236 UTC",20.6346,"2021-07-08T13:45:32.236 UTC",20.6346,
"2021-07-08T13:45:33.245 UTC",0,"2021-07-08T13:45:33.245 UTC",20.6346,"2021-07-08T13:45:33.245 UTC",20.6346,
"2021-07-08T13:45:34.256 UTC",0,"2021-07-08T13:45:34.256 UTC",19.63501,"2021-07-08T13:45:34.256 UTC",19.63501,
